doc_id,type,month.ended,text,month,article
297,main,11/30/2020,"Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia",9,2970
298,main,11/30/2020,Asylum Seeker Who Lost His Son on Trek to Greece Is Charged in His Death,9,2980
299,main,11/30/2020,Somalia Worries That a U.S. Withdrawal Will Be Disastrous,9,2990
300,main,11/30/2020,"U.S. Troops Are Packing Up, Ready or Not",9,3000
301,main,11/30/2020,Blood Lust and Demigods: Behind an Australian Force’s Slaughter of Helpless Afghans,9,3010
302,main,11/30/2020,"As Pompeo Prepared to Meet Afghan Warring Parties, New Attack Struck Kabul",9,3020
303,main,11/30/2020,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming",9,3030
304,main,11/30/2020,Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult,9,3040
305,main,11/30/2020,"Where the Pomegranate Harvest Is Life, the Taliban Brought Ruin",9,3050
306,main,11/30/2020,‘I Forget About the World:’ Afghan Youth Find Escape in a Video Game,9,3060
307,main,11/30/2020,"Biden Will Nominate First Women to Lead Treasury and Intelligence, and First Latino to Run Homeland Security",9,3070
308,main,11/30/2020,Donors Pledge Less Aid to Afghanistan During a Violent Chapter,9,3080
309,main,11/30/2020,Outcry in France After Police Clear Paris Migrant Camp,9,3090
310,main,11/30/2020,Biden’s National Security Team Offers a Sharp Turn. But in Which Direction?,9,3100
311,main,11/30/2020,C.I.A. Officer Is Killed in Somalia,9,3110
312,main,11/30/2020,"Casualties From Banned Cluster Bombs Nearly Doubled in 2019, Mostly in Syria",9,3120
313,main,11/30/2020,"Casualties From Banned Cluster Bombs Nearly Doubled in 2019, Mostly in Syria",9,3130
314,main,11/30/2020,"A Mother, Her Son — and Their 1,500-Mile Search for Home",9,3140
315,main,11/30/2020,Australian Military Moves to Dismiss Soldiers After Killings in Afghanistan,9,3150
316,main,11/30/2020,Pentagon Chief Visits Somalia Ahead of Expected Troop Cuts,9,3160
317,main,11/30/2020,"Afghan Leader Digs In on Peace Talks Despite Progress, Officials Say",9,3170
318,main,11/30/2020,Australia Condemns Lurid Tweet by Chinese Official as ‘Disgusting Slur’,9,3180
319,main,12/31/2020,Another Official Is Ousted From the Pentagon,10,3190
320,main,12/31/2020,"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter",10,3200
321,main,12/31/2020,Afghan and Taliban Negotiators Agree on Peace Talks’ Procedures,10,3210
322,main,12/31/2020,U.S. Hopes a Small Step in Easing a Mideast Rivalry Could Further Rattle Iran’s Economy,10,3220
323,main,12/31/2020,"Feeling Spurned by Trump, U.N. Sees Redemption in Biden and Team",10,3230
324,main,12/31/2020,Trump Orders All American Troops Out of Somalia,10,3240
325,main,12/31/2020,"Suhaila Siddiq, Afghanistan’s First Female General, Is Dead",10,3250
326,main,12/31/2020,"Biden Plans to Tap Lloyd Austin, Former Iraq Commander, as Defense Secretary",10,3260
327,main,12/31/2020,Biden’s Pentagon Pick Reignites Debate Over Civilian Control of Military,10,3270
328,main,12/31/2020,"House Passes Defense Bill Overwhelmingly, Defying Trump’s Veto Threat",10,3280
329,main,12/31/2020,Michèle Flournoy Again Finds Her Shot at the Top Pentagon Job Elusive,10,3290
330,main,12/31/2020,U.S. Leaves Behind Afghan Bases — and a Legacy of Land Disputes,10,3300
331,main,12/31/2020,‘Is Austin on Your List?’: Biden’s Pentagon Pick Rose Despite Barriers to Diversity,10,3310
332,main,12/31/2020,A Year Like No Other: 2020 in Pictures,10,3320
333,main,12/31/2020,U.S. Takes Tougher Tone With Turkey as Trump Exits,10,3330
334,main,12/31/2020,Afghan Journalist Is Killed in Latest Attack on Media Figures,10,3340
335,main,12/31/2020,Pentagon Weighs Sharp Drawback in Support for C.I.A.,10,3350
336,main,12/31/2020,"To Deter Iranian Attacks on U.S. Troops, Pentagon Orders B-52 Flights to Middle East",10,3360
337,main,12/31/2020,Biden Names Two Obama White House Veterans to New Roles,10,3370
338,main,12/31/2020,"Senate Sends Military Bill to Trump’s Desk, Spurning His Veto Threat",10,3380
339,main,12/31/2020,Iran Executes Dissident Accused of Stoking Protests,10,3390
340,main,12/31/2020,China’s Combative Nationalists See a World Turning Their Way,10,3400
341,main,12/31/2020,‘Sticky Bombs’ Sow Terror and Chaos in a City on Edge,10,3410
342,main,12/31/2020,Biden Taps Pete Buttigieg for Transportation Secretary,10,3420
343,main,12/31/2020,A Covid-19 Surge and Conspiracy Theories Roil Pakistan,10,3430
344,main,12/31/2020,"Biden Cabinet Leans Centrist, Leaving Some Liberals Frustrated",10,3440
345,main,12/31/2020,"‘Covid Can’t Compete.’ In a Place Mired in War, the Virus Is an Afterthought.",10,3450
346,main,12/31/2020,Navy Warship’s Secret Mission Off West Africa Aims to Help Punish Venezuela,10,3460
347,main,12/31/2020,Number of Journalists Killed for Their Reporting Doubled in 2020,10,3470
348,main,12/31/2020,Biden Is Expected to Expand U.S.-India Relations While Stressing Human Rights,10,3480
349,main,12/31/2020,"In a Village of Widows, the Opium Trade Has Taken a Deadly Toll",10,3490
350,main,12/31/2020,Welcoming a New Year at an Ancient Festival in Pakistan,10,3500
351,main,12/31/2020,How the Pandemic Is Imperiling a Working-Class College,10,3510
352,main,12/31/2020,A Far-Right Terrorism Suspect With a Refugee Disguise: The Tale of Franco A.,10,3520
353,main,12/31/2020,"Green Beret Charged in Shooting Spree Was Visiting Family, Prosecutor Says",10,3530
354,main,12/31/2020,House Votes to Override Trump’s Veto of Military Bill,10,3540
355,main,12/31/2020,A German Town Warily Considers a Future Without a Deep U.S. Presence,10,3550
356,main,12/31/2020,Hundreds of Migrants Stranded in Freezing Weather in Bosnia,10,3560
357,main,1/31/2021,"In Abrupt Reversal of Iran Strategy, Pentagon Orders Aircraft Carrier Home",11,3570
358,main,1/31/2021,What to Know About the Afghan Peace Talks,11,3580
359,main,1/31/2021,Conjuring Up the World Through the Sense of Taste,11,3590
360,main,1/31/2021,Targeted Killings Are Terrorizing Afghans. And No One Is Claiming Them.,11,3600
361,main,1/31/2021,Armed Attackers Kidnap and Kill 11 Miners in Pakistan,11,3610
362,main,1/31/2021,The Julian Assange Extradition Case: What You Need to Know,11,3620
363,main,1/31/2021,"In Reversal, Pentagon Announces Aircraft Carrier Nimitz Will Remain in Middle East",11,3630
364,main,1/31/2021,"U.K. Judge Blocks Assange’s Extradition to U.S., Citing Mental Health",11,3640
365,main,1/31/2021,America’s Friends and Foes Express Horror as Capitol Attack ‘Shakes the World’,11,3650
366,main,1/31/2021,Court in Pakistan Bans ‘Virginity Tests’ in Sexual Violence Cases,11,3660
367,main,1/31/2021,Julian Assange Is Denied Bail by U.K. Judge,11,3670
368,main,1/31/2021,"In Washington Riot, Echoes of Post-Soviet Uprisings",11,3680
369,main,1/31/2021,"For Immigrants Watching a Mob Storm the Capitol, a Sense of Shock and Shame",11,3690
370,main,1/31/2021,"Trump Administration Politicized Some Intelligence on Foreign Election Influence, Report Finds",11,3700
371,main,1/31/2021,Woman Killed in Capitol Embraced Trump and QAnon,11,3710
372,main,1/31/2021,Afghan Leaders Sideline Spokesmen in an Escalating Misinformation War,11,3720
373,main,1/31/2021,"With Trump Presidency Winding Down, Push for Assange Pardon Ramps Up",11,3730
374,main,1/31/2021,"‘I Could Just Vanish’: In Kabul, Pocket Notes to Prevent Anonymous Death",11,3740
375,main,1/31/2021,"Pompeo Says Iran Is New Base for Al Qaeda, but Offers Little Proof",11,3750
376,main,1/31/2021,Meet the House G.O.P. Freshmen Emerging as Some of the Party’s Sharpest Critics,11,3760
377,main,1/31/2021,Rare Pentagon Mission: Armed Troops in Capital,11,3770
378,main,1/31/2021,What Polls Say About Trump’s Impeachment and Possible Removal,11,3780
379,main,1/31/2021,Inside the Capitol for Impeachment: National Guard in Every Corner,11,3790
380,main,1/31/2021,Trump Appointee to Temporarily Lead Pentagon; Retired Admiral Will Be Spokesman,11,3800
381,main,1/31/2021,Inaugural Security Is Fortified in D.C. as Military and Police Links Are Eyed in Riot,11,3810
382,main,1/31/2021,New Warnings of Violence as Security Tightens for Inauguration,11,3820
383,main,1/31/2021,She Killed an American in 2012. Why Was She Freed in the Taliban Deal?,11,3830
384,main,1/31/2021,"Before the Capitol Riot, Calls for Cash and Talk of Revolution",11,3840
385,main,1/31/2021,Pentagon Moves to Block Exam of Tortured Guantánamo Prisoner,11,3850
386,main,1/31/2021,Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging,11,3860
387,main,1/31/2021,"‘There Is No Safe Area’: In Kabul, Fear Has Taken Over",11,3870
388,main,1/31/2021,"Nikolai Antoshkin, Who Helped Halt Chernobyl Disaster, Dies at 78",11,3880
389,main,1/31/2021,"After Capitols Become Fortresses, Far-Right Protesters Are Mostly a No-Show",11,3890
390,main,1/31/2021,"Pompeo, Who Led Trump’s Mission at State Dept., Leaves With a Dubious Legacy",11,3900
391,main,1/31/2021,A Call for Unity to a Nation Facing a Pandemic and Division,11,3910
392,main,1/31/2021,Here Are Some of the People Trump Pardoned,11,3920
393,main,1/31/2021,Will Biden Be an Activist President on the World Stage?,11,3930
394,main,1/31/2021,Washington Breathes an Uneasy Sigh of Relief,11,3940
395,main,1/31/2021,"Biden Orders Sweeping Assessment of Russian Hacking, Even While Renewing Nuclear Treaty",11,3950
396,main,1/31/2021,"Senate Confirms Austin, Installing First Black Defense Secretary",11,3960
397,main,1/31/2021,How Space Became the Next ‘Great Power’ Contest Between the U.S. and China,11,3970
398,main,1/31/2021,Biden and Putin Agree to Extend Nuclear Treaty,11,3980
399,main,1/31/2021,Lone Wolves Connected Online: A History of Modern White Supremacy,11,3990
400,main,1/31/2021,German Neo-Nazi Sentenced to Life for Murder of Merkel Ally,11,4000
401,main,1/31/2021,"In Afghanistan, Follow the White High-Tops and You’ll Find the Taliban",11,4010
402,main,1/31/2021,Pentagon Begins Independent Inquiry Into Special Ops and War Crimes,11,4020
403,main,1/31/2021,Violence May Delay U.S. Troop Withdrawal From Afghanistan,11,4030
404,main,1/31/2021,"Biden Visits Walter Reed, the Hospital That Treated Both Him and His Son",11,4040
405,main,1/31/2021,The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election,11,4050
406,main,2/28/2021,"Biden to Welcome More Refugees, but Far From All Will Get In",12,4060
407,main,2/28/2021,She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.,12,4070
408,main,2/28/2021,"U.S. Should Slow Withdrawal From Afghanistan, Bipartisan Panel Urges",12,4080
409,main,2/28/2021,"Inside the Shadowy Militias Luring Unsuspecting Afghans to Fight, or Die",12,4090
410,main,2/28/2021,"In Afghanistan, a Booming Kidney Trade Preys on the Poor",12,4100
411,main,2/28/2021,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",12,4110
412,main,2/28/2021,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100",12,4120
413,main,2/28/2021,"Before Himalayan Flood, India Ignored Warnings of Development Risks",12,4130
414,main,2/28/2021,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial",12,4140
415,main,2/28/2021,The Newest Diplomatic Currency: Covid-19 Vaccines,12,4150
416,main,2/28/2021,"Inside a Nursing Home After the Vaccine: Joy, Relief and Game Night",12,4160
417,main,2/28/2021,Why Biden’s Pick for Iran Envoy Is ‘a Proxy for Everything’,12,4170
418,main,2/28/2021,Adam Kinzinger’s Lonely Mission,12,4180
419,main,2/28/2021,"The Taliban Close In on Afghan Cities, Pushing the Country to the Brink",12,4190
420,main,2/28/2021,European Court Backs Germany in Case Over 2009 Killings of Afghan Civilians,12,4200
421,main,2/28/2021,"Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline",12,4210
422,main,2/28/2021,A New Pregnancy and an Oprah Interview Refocus a Spotlight on Harry and Meghan,12,4220
423,main,2/28/2021,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,12,4230
424,main,2/28/2021,"China Is Preparing for Another Olympics in Beijing, Like It or Not",12,4240
425,main,2/28/2021,Harry and Meghan to Give Up Official Royal Family Duties,12,4250
426,main,2/28/2021,"Erik Prince, Trump Ally, Denies Role in Libya Mercenary Operation",12,4260
427,main,2/28/2021,"They Built Libraries to Honor Loved Ones, Women Felled by Bombings",12,4270
428,main,2/28/2021,4 Aid Workers Are Shot Dead in Pakistan,12,4280
429,main,2/28/2021,Afghan Civilian Casualties Soared After Peace Talks’ Start,12,4290
430,main,2/28/2021,"Blinken, Without Leaving Home, Tries to Mend Fences With Allies Abroad",12,4300
431,main,2/28/2021,"Where a Vaccination Campaign Faces Skepticism, War and Corruption",12,4310
432,main,2/28/2021,A Top Democrat Warns Against a Hasty Withdrawal of U.S. Troops From Afghanistan,12,4320
433,main,2/28/2021,"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine",12,4330
434,main,2/28/2021,Afghan Government Backs Repatriation of Guantánamo Detainee,12,4340
435,main,2/28/2021,Canada’s Top Military Officer Steps Aside Amid Investigation,12,4350
436,main,2/28/2021,Pakistan and India Renew Pledge on Cease-Fire at Troubled Border,12,4360
437,main,2/28/2021,Refugee Who Set Herself on Fire in Greece Is Charged With Arson,12,4370
438,main,2/28/2021,‘I Wake Up and Scream’: Secret Taliban Prisons Terrorize Thousands,12,4380
439,main,2/28/2021,An Old Legal Doctrine That Puts War Criminals in the Reach of Justice,12,4390
440,main,3/31/2021,Three Women Working for a News Outlet Are Gunned Down in Afghanistan,13,4400
441,main,3/31/2021,I.C.C. Will Investigate Accusations of War Crimes in Israeli-Occupied Territories,13,4410
442,main,3/31/2021,A College President Worried About the Risks of Dorm Isolation. So He Moved In.,13,4420
443,main,3/31/2021,"Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General",13,4430
444,main,3/31/2021,Biden Seeks Update for a Much-Stretched Law That Authorizes the War on Terrorism,13,4440
445,main,3/31/2021,"For Biden, Deliberation and Caution, Maybe Overcaution, on the World Stage",13,4450
446,main,3/31/2021,"They Were Journalists, and Women, and Targeted for Both",13,4460
447,main,3/31/2021,U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader,13,4470
448,main,3/31/2021,"In One Afghan District, Peace From 8 A.M. to 5 P.M.",13,4480
449,main,3/31/2021,Remote C.I.A. Base in the Sahara Steadily Grows,13,4490
450,main,3/31/2021,The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.,13,4500
451,main,3/31/2021,How a Longstanding Rivalry Spiraled Into 5 Deaths Between 2 Families,13,4510
452,main,3/31/2021,"Police Shrugged Off the Proud Boys, Until They Attacked the Capitol",13,4520
453,main,3/31/2021,"U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed",13,4530
454,main,3/31/2021,Biden Says Withdrawing U.S. Forces From Afghanistan by May Deadline Is ‘Tough’,13,4540
455,main,3/31/2021,"As Biden and Xi Begin a Careful Dance, a New American Policy Takes Shape",13,4550
456,main,3/31/2021,"At Least 9 Dead in Afghan Helicopter Crash, After Clashes With Local Militia",13,4560
457,main,3/31/2021,Liberals Grow Impatient With Biden’s Foreign Policy Decisions,13,4570
458,main,3/31/2021,A Top Woman in Canada’s Military Issues a Stinging Rebuke of Its Culture,13,4580
459,main,3/31/2021,"Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say",13,4590
460,main,3/31/2021,Even Suicide Bombings Can’t Keep These Students From School,13,4600
461,main,3/31/2021,"In Kabul’s Streets, Dogs Rule the Night",13,4610
462,main,3/31/2021,U.S. Defense Secretary Makes Secret Visit to Afghanistan,13,4620
463,main,3/31/2021,Does Requiring Only Men to Register for the Draft Violate the Constitution?,13,4630
464,main,3/31/2021,Foes in Afghan War See a Common Threat of Islamic State’s Return,13,4640
465,main,3/31/2021,"After Capitol Riot, Senate Taps Intelligence Official to Lead Security",13,4650
466,main,3/31/2021,Blinken’s Welcome by NATO Doesn’t Hide Differences on Key Issues,13,4660
467,main,3/31/2021,Biden Assails Republicans Over Voting Rights and Defends Record on Border,13,4670
468,main,3/31/2021,"Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’",13,4680
469,main,3/31/2021,House Taps Military Official to Lead Security,13,4690
470,main,3/31/2021,Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan,13,4700
471,main,3/31/2021,"The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now",13,4710
472,main,3/31/2021,They Were Guantánamo’s First Detainees. Here’s Where They Are Now.,13,4720
473,main,3/31/2021,An Alliance of Autocracies? China Wants to Lead a New World Order.,13,4730
474,main,3/31/2021,"The Taliban Think They Have Already Won, Peace Deal or Not",13,4740
475,main,3/31/2021,Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan,13,4750
476,main,3/31/2021,See How Rich Countries Got to the Front of the Vaccine Line,13,4760
477,main,4/30/2021,"Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t",14,4770
478,main,4/30/2021,"Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor",14,4780
479,main,4/30/2021,U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence,14,4790
480,main,4/30/2021,"The Iran Nuclear Talks, Explained",14,4800
481,main,4/30/2021,Capitol Rioters Face the Consequences of Their Selfie Sabotage,14,4810
482,main,4/30/2021,"In Bid to Boost Its Profile, ISIS Turns to Africa’s Militants",14,4820
483,main,4/30/2021,Afghan President in ‘Desperate Situation’ as His Power Is Undermined,14,4830
484,main,4/30/2021,"After Backing Military Force in Past, U.S.A.I.D. Nominee Focuses on Deploying Soft Power",14,4840
485,main,4/30/2021,Biden to Withdraw All Combat Troops From Afghanistan by Sept. 11,14,4850
486,main,4/30/2021,"China Poses Biggest Threat to U.S., Intelligence Report Says",14,4860
487,main,4/30/2021,Will Afghanistan Become a Terrorism Safe Haven Once Again?,14,4870
488,main,4/30/2021,"With Afghan Decision, Biden Seeks to Focus U.S. on New Challenges",14,4880
489,main,4/30/2021,‘No Victory Dance’: Veterans of Afghan War Feel Torn Over Pullout,14,4890
490,main,4/30/2021,Afghans Wonder ‘What About Us?’ as U.S. Troops Prepare to Withdraw,14,4900
491,main,4/30/2021,NATO Confirms Its Troop Withdrawal From Afghanistan,14,4910
492,main,4/30/2021,Biden Administration to Impose Tough Sanctions on Russia,14,4920
493,main,4/30/2021,"Biden, Setting Afghanistan Withdrawal, Says ‘It Is Time to End the Forever War’",14,4930
494,main,4/30/2021,Biden’s Afghan Pullout Is a Victory for Pakistan. But at What Cost?,14,4940
495,main,4/30/2021,How the G.O.P. Lost Its Clear Voice on Foreign Policy,14,4950
496,main,4/30/2021,How the U.S. Plans to Fight From Afar After Troops Exit Afghanistan,14,4960
497,main,4/30/2021,"White House Warns Russia on Bounties, but Stops Short of Sanctions",14,4970
498,main,4/30/2021,The Contradiction That Doomed America’s Mission in Afghanistan,14,4980
499,main,4/30/2021,A War Is Ending. A Pennsylvania Town Exhales.,14,4990
500,main,4/30/2021,"Debating Exit From Afghanistan, Biden Rejected Generals’ Views",14,5000
501,main,4/30/2021,Prince Philip Is Laid to Rest in a Somber 50-Minute Ceremony,14,5010
502,main,4/30/2021,"Afghan Women Fear the Worst, Whether War or Peace Lies Ahead",14,5020
503,main,4/30/2021,Bush Says G.O.P. Has Become ‘to Some Degree Nativist’,14,5030
504,main,4/30/2021,"Caving to Islamists, Pakistan’s Parliament Debates Expelling French Ambassador",14,5040
505,main,4/30/2021,General Warns of Challenges to Tracking Terrorist Threats in Afghanistan After U.S. Exits,14,5050
506,main,4/30/2021,"Walter Mondale, Ex-Vice President and Champion of Liberal Politics, Dies at 93",14,5060
507,main,4/30/2021,Biden Preparing to Declare That Atrocities Against Armenia Were Genocide,14,5070
508,main,4/30/2021,Biden’s Plan to End Afghanistan War Gives Some Detainees Hope for Release,14,5080
509,main,4/30/2021,"Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight",14,5090
510,main,4/30/2021,"War, Peace and Taliban Spreadsheets",14,5100
511,main,4/30/2021,"The U.S. War in Afghanistan: How It Started, and How It Ended",14,5110
512,main,4/30/2021,Biden Officials Place Hope in Taliban’s Desire for Legitimacy and Money,14,5120
513,main,4/30/2021,"Penelope Laingen, 89, Dies; Her Yellow Ribbon Rallied Americans",14,5130
514,main,4/30/2021,"Breaking With Predecessors, Biden Declares Mass Killings of Armenians a Genocide",14,5140
515,main,4/30/2021,The Arms Merchant in the Sights of Russia’s Elite Assassination Squad,14,5150
516,main,4/30/2021,U.S. Military Begins Final Withdrawal From Afghanistan,14,5160
517,main,4/30/2021,"Iran’s Foreign Minister, in Leaked Tape, Says Revolutionary Guards Set Policies",14,5170
518,main,4/30/2021,2 Spanish Journalists and an Irish Ranger Killed in Burkina Faso Ambush,14,5180
519,main,4/30/2021,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress",14,5190
520,main,4/30/2021,How Long Can the Afghan Security Forces Last on Their Own?,14,5200
521,main,4/30/2021,Russian Spy Unit Investigated for Links to Bulgarian Explosions,14,5210
522,main,4/30/2021,Biden Seeks Shift in How the Nation Serves Its People,14,5220
523,main,4/30/2021,Central Asian Border Dispute Casts Shadow Over U.S. Afghan Departure,14,5230
524,main,5/31/2021,Afghan Blast on Eve of U.S. Pullout Deadline Kills at Least 27,15,5240
525,main,5/31/2021,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed,15,5250
526,main,5/31/2021,Day 1 of the End of the U.S. War in Afghanistan,15,5260
527,main,5/31/2021,Blinken and G7 Allies Turn Their Focus to ‘Democratic Values’,15,5270
528,main,5/31/2021,Grim Image of India Prompts Debate Over China’s Swaggering Propaganda,15,5280
529,main,5/31/2021,Afghans Fleeing Home Are Filling the Lowliest Jobs in Istanbul,15,5290
530,main,5/31/2021,Pentagon Struggles to Wean Afghan Military Off American Air Support,15,5300
531,main,5/31/2021,Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment,15,5310
532,main,5/31/2021,"Bombing Outside Afghan School Kills at Least 90, With Girls as Targets",15,5320
533,main,5/31/2021,‘Why Do We Deserve to Die?’ Kabul’s Hazaras Bury Their Daughters.,15,5330
534,main,5/31/2021,McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership,15,5340
535,main,5/31/2021,U.S. Defends Detention of Afghan at Guantánamo Despite Pullout,15,5350
536,main,5/31/2021,A Black Colonel Takes Command of a Key Marine Corps Brigade,15,5360
537,main,5/31/2021,A City Under Siege: What the War Looks Like on Afghanistan’s Front Line,15,5370
538,main,5/31/2021,Activists and Ex-Spy Said to Have Plotted to Discredit Trump ‘Enemies’ in Government,15,5380
539,main,5/31/2021,Spy Agencies Seek New Afghan Allies as U.S. Withdraws,15,5390
540,main,5/31/2021,A Fragile Ceasefire Lets Afghans Risk Travel for Eid,15,5400
541,main,5/31/2021,"In Taliban-Controlled Areas, Girls Are Fleeing for One Thing: an Education",15,5410
542,main,5/31/2021,Biden Administration Clears 3 Guantánamo Detainees for Release,15,5420
543,main,5/31/2021,"Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues",15,5430
544,main,5/31/2021,Pentagon Accelerates Withdrawal From Afghanistan,15,5440
545,main,5/31/2021,A Wave of Afghan Surrenders to the Taliban Picks Up Speed,15,5450
546,main,5/31/2021,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World",15,5460
547,main,5/31/2021,Thomas Sullivan Dies at 91; Investigated Corruption in Chicago’s Courts,15,5470
548,main,5/31/2021,"A Siege, a Supply Run and a Descent Into a Decade-Old Battle",15,5480
549,main,5/31/2021,Britain Accelerates Relocation of Afghan Interpreters to U.K.,15,5490
550,main,6/30/2021,"‘Come On In, Boys’: A Wave of the Hand Sets Off Spain-Morocco Migrant Fight",16,5500
551,main,6/30/2021,‘Find Him and Kill Him’: An Afghan Pilot’s Desperate Escape,16,5510
552,main,6/30/2021,A Rogue Climber Running From the Law Was Fleeing His Own Trauma,16,5520
553,main,6/30/2021,"Biden Is Embracing Europe, but Then What? NATO and the E.U. Have Concerns.",16,5530
554,main,6/30/2021,C.I.A. Scrambles for New Approach in Afghanistan,16,5540
555,main,6/30/2021,Supreme Court Won’t Hear Case on Limiting Military Draft to Men,16,5550
556,main,6/30/2021,Attack in Afghanistan Kills 10 From Charity That Clears Land Mines,16,5560
557,main,6/30/2021,"Leaning on Journalists and Targeting Sources, for 50 Years",16,5570
558,main,6/30/2021,"The Secrets and Lies of the Vietnam War, Exposed in One Epic Document",16,5580
559,main,6/30/2021,U.S. Weighs Possibility of Airstrikes if Afghan Forces Face Crisis,16,5590
560,main,6/30/2021,Washington’s Daily Secret Machine,16,5600
561,main,6/30/2021,"As Military Addresses Diversity, Republicans See Culture War Target",16,5610
562,main,6/30/2021,"As U.S. Withdraws, Afghan Interpreters Fear Being Left Behind",16,5620
563,main,6/30/2021,Showdown Over Omar’s Comments Exposes Sharp Divisions Among Democrats,16,5630
564,main,6/30/2021,"As Biden Meeting Nears, Erdogan Softens His Stance",16,5640
565,main,6/30/2021,Pentagon Weighs Proposal to Send Dozens of Troops Back to Somalia,16,5650
566,main,6/30/2021,Unvaccinated in Pakistan? You might lose your cellphone service.,16,5660
567,main,6/30/2021,Biden and Putin Express Desire for Better Relations at Summit Shaped by Disputes,16,5670
568,main,6/30/2021,"As Wars Wind Down, Congress Revisits Presidential Powers",16,5680
569,main,6/30/2021,Elite Afghan Forces Suffer Horrific Casualties as Taliban Advance,16,5690
570,main,6/30/2021,"With Putin, Biden Tries to Forge a Bond of Self-Interest, Not Souls",16,5700
571,main,6/30/2021,Lawmakers Rush to Help Afghans Seeking Visas for Helping the U.S.,16,5710
572,main,6/30/2021,Two More Guantánamo Detainees Are Cleared for Transfer to Other Nations,16,5720
573,main,6/30/2021,Departure of U.S. Contractors Poses Myriad Problems for Afghan Military,16,5730
574,main,6/30/2021,Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive,16,5740
575,main,6/30/2021,"Attacked and Vulnerable, Some Afghans Are Forming Their Own Armies",16,5750
576,main,6/30/2021,Defense Secretary Backs Changes to Military Law on Sexual Assault,16,5760
577,main,6/30/2021,U.S. to Move Afghans Who Aided Troops Outside the Country,16,5770
578,main,6/30/2021,He Saved 31 People at Sea. Then Got a 142-Year Prison Sentence.,16,5780
579,main,6/30/2021,On the Front Line: A Night With Afghan Commandos,16,5790
580,main,6/30/2021,Biden Says Afghans Must ‘Decide Their Future’ as U.S. Troops Withdraw,16,5800
581,main,6/30/2021,"As the U.S. Pulls Out of Afghanistan, Kabul’s Airport Is a Final Stand",16,5810
582,main,6/30/2021,House Passes Bill to Speed Visas for Afghans Imperiled for Aiding U.S.,16,5820
583,main,6/30/2021,"Security in Afghanistan Is Decaying, U.S. General Says as Forces Leave",16,5830
584,main,6/30/2021,"Donald H. Rumsfeld, Defense Secretary During Iraq War, Is Dead at 88",16,5840
585,main,7/31/2021,"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says",17,5850
586,main,7/31/2021,"As Afghan Forces Crumble, an Air of Unreality Grips the Capital",17,5860
587,main,7/31/2021,Biden Sends Dueling Messages on Afghanistan,17,5870
588,main,7/31/2021,"U.S. Leaves Its Last Afghan Base, Effectively Ending Operations",17,5880
589,main,7/31/2021,The Relics of America’s War in Afghanistan,17,5890
590,main,7/31/2021,Pentagon Seeks to Soften Blow of U.S. Withdrawal From Afghanistan,17,5900
591,main,7/31/2021,Taliban Try to Polish Their Image as They Push for Victory,17,5910
592,main,7/31/2021,Unlikely Coalition of Veterans Backs Biden on Ending Afghan War,17,5920
593,main,7/31/2021,‘In the End We Felt Betrayed’: Vietnamese Veterans See Echoes in Afghanistan,17,5930
594,main,7/31/2021,"Taliban Attack a Provincial Capital in Afghanistan’s North, Freeing Prisoners",17,5940
