doc_id,type,month-ended,text
327,main,12/31/2020,Biden’s Pentagon Pick Reignites Debate Over Civilian Control of Military
328,main,12/31/2020,"House Passes Defense Bill Overwhelmingly, Defying Trump’s Veto Threat"
329,main,12/31/2020,Michèle Flournoy Again Finds Her Shot at the Top Pentagon Job Elusive
330,main,12/31/2020,U.S. Leaves Behind Afghan Bases — and a Legacy of Land Disputes
331,main,12/31/2020,‘Is Austin on Your List?’: Biden’s Pentagon Pick Rose Despite Barriers to Diversity
332,main,12/31/2020,A Year Like No Other: 2020 in Pictures
333,main,12/31/2020,U.S. Takes Tougher Tone With Turkey as Trump Exits
334,main,12/31/2020,Afghan Journalist Is Killed in Latest Attack on Media Figures
335,main,12/31/2020,Pentagon Weighs Sharp Drawback in Support for C.I.A.
336,main,12/31/2020,"To Deter Iranian Attacks on U.S. Troops, Pentagon Orders B-52 Flights to Middle East"
337,main,12/31/2020,Biden Names Two Obama White House Veterans to New Roles
338,main,12/31/2020,"Senate Sends Military Bill to Trump’s Desk, Spurning His Veto Threat"
339,main,12/31/2020,Iran Executes Dissident Accused of Stoking Protests
340,main,12/31/2020,China’s Combative Nationalists See a World Turning Their Way
341,main,12/31/2020,‘Sticky Bombs’ Sow Terror and Chaos in a City on Edge
342,main,12/31/2020,Biden Taps Pete Buttigieg for Transportation Secretary
343,main,12/31/2020,A Covid-19 Surge and Conspiracy Theories Roil Pakistan
344,main,12/31/2020,"Biden Cabinet Leans Centrist, Leaving Some Liberals Frustrated"
345,main,12/31/2020,"‘Covid Can’t Compete.’ In a Place Mired in War, the Virus Is an Afterthought."
346,main,12/31/2020,Navy Warship’s Secret Mission Off West Africa Aims to Help Punish Venezuela
347,main,12/31/2020,Number of Journalists Killed for Their Reporting Doubled in 2020
348,main,12/31/2020,Biden Is Expected to Expand U.S.-India Relations While Stressing Human Rights
349,main,12/31/2020,"In a Village of Widows, the Opium Trade Has Taken a Deadly Toll"
350,main,12/31/2020,Welcoming a New Year at an Ancient Festival in Pakistan
351,main,12/31/2020,How the Pandemic Is Imperiling a Working-Class College
352,main,12/31/2020,A Far-Right Terrorism Suspect With a Refugee Disguise: The Tale of Franco A.
353,main,12/31/2020,"Green Beret Charged in Shooting Spree Was Visiting Family, Prosecutor Says"
354,main,12/31/2020,House Votes to Override Trump’s Veto of Military Bill
355,main,12/31/2020,A German Town Warily Considers a Future Without a Deep U.S. Presence
356,main,12/31/2020,Hundreds of Migrants Stranded in Freezing Weather in Bosnia
357,main,1/31/2021,"In Abrupt Reversal of Iran Strategy, Pentagon Orders Aircraft Carrier Home"
358,main,1/31/2021,What to Know About the Afghan Peace Talks
359,main,1/31/2021,Conjuring Up the World Through the Sense of Taste
360,main,1/31/2021,Targeted Killings Are Terrorizing Afghans. And No One Is Claiming Them.
361,main,1/31/2021,Armed Attackers Kidnap and Kill 11 Miners in Pakistan
362,main,1/31/2021,The Julian Assange Extradition Case: What You Need to Know
363,main,1/31/2021,"In Reversal, Pentagon Announces Aircraft Carrier Nimitz Will Remain in Middle East"
364,main,1/31/2021,"U.K. Judge Blocks Assange’s Extradition to U.S., Citing Mental Health"
365,main,1/31/2021,America’s Friends and Foes Express Horror as Capitol Attack ‘Shakes the World’
366,main,1/31/2021,Court in Pakistan Bans ‘Virginity Tests’ in Sexual Violence Cases
367,main,1/31/2021,Julian Assange Is Denied Bail by U.K. Judge
368,main,1/31/2021,"In Washington Riot, Echoes of Post-Soviet Uprisings"
369,main,1/31/2021,"For Immigrants Watching a Mob Storm the Capitol, a Sense of Shock and Shame"
370,main,1/31/2021,"Trump Administration Politicized Some Intelligence on Foreign Election Influence, Report Finds"
371,main,1/31/2021,Woman Killed in Capitol Embraced Trump and QAnon
372,main,1/31/2021,Afghan Leaders Sideline Spokesmen in an Escalating Misinformation War
373,main,1/31/2021,"With Trump Presidency Winding Down, Push for Assange Pardon Ramps Up"
374,main,1/31/2021,"‘I Could Just Vanish’: In Kabul, Pocket Notes to Prevent Anonymous Death"
375,main,1/31/2021,"Pompeo Says Iran Is New Base for Al Qaeda, but Offers Little Proof"
376,main,1/31/2021,Meet the House G.O.P. Freshmen Emerging as Some of the Party’s Sharpest Critics
377,main,1/31/2021,Rare Pentagon Mission: Armed Troops in Capital
378,main,1/31/2021,What Polls Say About Trump’s Impeachment and Possible Removal
379,main,1/31/2021,Inside the Capitol for Impeachment: National Guard in Every Corner
380,main,1/31/2021,Trump Appointee to Temporarily Lead Pentagon; Retired Admiral Will Be Spokesman
381,main,1/31/2021,Inaugural Security Is Fortified in D.C. as Military and Police Links Are Eyed in Riot
382,main,1/31/2021,New Warnings of Violence as Security Tightens for Inauguration
383,main,1/31/2021,She Killed an American in 2012. Why Was She Freed in the Taliban Deal?
384,main,1/31/2021,"Before the Capitol Riot, Calls for Cash and Talk of Revolution"
385,main,1/31/2021,Pentagon Moves to Block Exam of Tortured Guantánamo Prisoner
386,main,1/31/2021,Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging
387,main,1/31/2021,"‘There Is No Safe Area’: In Kabul, Fear Has Taken Over"
388,main,1/31/2021,"Nikolai Antoshkin, Who Helped Halt Chernobyl Disaster, Dies at 78"
389,main,1/31/2021,"After Capitols Become Fortresses, Far-Right Protesters Are Mostly a No-Show"
390,main,1/31/2021,"Pompeo, Who Led Trump’s Mission at State Dept., Leaves With a Dubious Legacy"
391,main,1/31/2021,A Call for Unity to a Nation Facing a Pandemic and Division
392,main,1/31/2021,Here Are Some of the People Trump Pardoned
393,main,1/31/2021,Will Biden Be an Activist President on the World Stage?
394,main,1/31/2021,Washington Breathes an Uneasy Sigh of Relief
395,main,1/31/2021,"Biden Orders Sweeping Assessment of Russian Hacking, Even While Renewing Nuclear Treaty"
396,main,1/31/2021,"Senate Confirms Austin, Installing First Black Defense Secretary"
397,main,1/31/2021,How Space Became the Next ‘Great Power’ Contest Between the U.S. and China
398,main,1/31/2021,Biden and Putin Agree to Extend Nuclear Treaty
399,main,1/31/2021,Lone Wolves Connected Online: A History of Modern White Supremacy
400,main,1/31/2021,German Neo-Nazi Sentenced to Life for Murder of Merkel Ally
401,main,1/31/2021,"In Afghanistan, Follow the White High-Tops and You’ll Find the Taliban"
402,main,1/31/2021,Pentagon Begins Independent Inquiry Into Special Ops and War Crimes
403,main,1/31/2021,Violence May Delay U.S. Troop Withdrawal From Afghanistan
404,main,1/31/2021,"Biden Visits Walter Reed, the Hospital That Treated Both Him and His Son"
405,main,1/31/2021,The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election
406,main,2/28/2021,"Biden to Welcome More Refugees, but Far From All Will Get In"
407,main,2/28/2021,She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.
408,main,2/28/2021,"U.S. Should Slow Withdrawal From Afghanistan, Bipartisan Panel Urges"
409,main,2/28/2021,"Inside the Shadowy Militias Luring Unsuspecting Afghans to Fight, or Die"
410,main,2/28/2021,"In Afghanistan, a Booming Kidney Trade Preys on the Poor"
411,main,2/28/2021,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges"
412,main,2/28/2021,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100"
413,main,2/28/2021,"Before Himalayan Flood, India Ignored Warnings of Development Risks"
414,main,2/28/2021,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial"
415,main,2/28/2021,The Newest Diplomatic Currency: Covid-19 Vaccines
416,main,2/28/2021,"Inside a Nursing Home After the Vaccine: Joy, Relief and Game Night"
417,main,2/28/2021,Why Biden’s Pick for Iran Envoy Is ‘a Proxy for Everything’
418,main,2/28/2021,Adam Kinzinger’s Lonely Mission
419,main,2/28/2021,"The Taliban Close In on Afghan Cities, Pushing the Country to the Brink"
420,main,2/28/2021,European Court Backs Germany in Case Over 2009 Killings of Afghan Civilians
421,main,2/28/2021,"Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline"
422,main,2/28/2021,A New Pregnancy and an Oprah Interview Refocus a Spotlight on Harry and Meghan
423,main,2/28/2021,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction
424,main,2/28/2021,"China Is Preparing for Another Olympics in Beijing, Like It or Not"
425,main,2/28/2021,Harry and Meghan to Give Up Official Royal Family Duties
426,main,2/28/2021,"Erik Prince, Trump Ally, Denies Role in Libya Mercenary Operation"
427,main,2/28/2021,"They Built Libraries to Honor Loved Ones, Women Felled by Bombings"
428,main,2/28/2021,4 Aid Workers Are Shot Dead in Pakistan
429,main,2/28/2021,Afghan Civilian Casualties Soared After Peace Talks’ Start
430,main,2/28/2021,"Blinken, Without Leaving Home, Tries to Mend Fences With Allies Abroad"
431,main,2/28/2021,"Where a Vaccination Campaign Faces Skepticism, War and Corruption"
432,main,2/28/2021,A Top Democrat Warns Against a Hasty Withdrawal of U.S. Troops From Afghanistan
433,main,2/28/2021,"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine"
434,main,2/28/2021,Afghan Government Backs Repatriation of Guantánamo Detainee
435,main,2/28/2021,Canada’s Top Military Officer Steps Aside Amid Investigation
436,main,2/28/2021,Pakistan and India Renew Pledge on Cease-Fire at Troubled Border
437,main,2/28/2021,Refugee Who Set Herself on Fire in Greece Is Charged With Arson
438,main,2/28/2021,‘I Wake Up and Scream’: Secret Taliban Prisons Terrorize Thousands
439,main,2/28/2021,An Old Legal Doctrine That Puts War Criminals in the Reach of Justice
440,main,3/31/2021,Three Women Working for a News Outlet Are Gunned Down in Afghanistan
441,main,3/31/2021,I.C.C. Will Investigate Accusations of War Crimes in Israeli-Occupied Territories
442,main,3/31/2021,A College President Worried About the Risks of Dorm Isolation. So He Moved In.
443,main,3/31/2021,"Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General"
444,main,3/31/2021,Biden Seeks Update for a Much-Stretched Law That Authorizes the War on Terrorism
445,main,3/31/2021,"For Biden, Deliberation and Caution, Maybe Overcaution, on the World Stage"
446,main,3/31/2021,"They Were Journalists, and Women, and Targeted for Both"
447,main,3/31/2021,U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader
448,main,3/31/2021,"In One Afghan District, Peace From 8 A.M. to 5 P.M."
449,main,3/31/2021,Remote C.I.A. Base in the Sahara Steadily Grows
450,main,3/31/2021,The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.
451,main,3/31/2021,How a Longstanding Rivalry Spiraled Into 5 Deaths Between 2 Families
452,main,3/31/2021,"Police Shrugged Off the Proud Boys, Until They Attacked the Capitol"
453,main,3/31/2021,"U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed"
454,main,3/31/2021,Biden Says Withdrawing U.S. Forces From Afghanistan by May Deadline Is ‘Tough’
455,main,3/31/2021,"As Biden and Xi Begin a Careful Dance, a New American Policy Takes Shape"
456,main,3/31/2021,"At Least 9 Dead in Afghan Helicopter Crash, After Clashes With Local Militia"
457,main,3/31/2021,Liberals Grow Impatient With Biden’s Foreign Policy Decisions
458,main,3/31/2021,A Top Woman in Canada’s Military Issues a Stinging Rebuke of Its Culture
459,main,3/31/2021,"Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say"
460,main,3/31/2021,Even Suicide Bombings Can’t Keep These Students From School
461,main,3/31/2021,"In Kabul’s Streets, Dogs Rule the Night"
462,main,3/31/2021,U.S. Defense Secretary Makes Secret Visit to Afghanistan
463,main,3/31/2021,Does Requiring Only Men to Register for the Draft Violate the Constitution?
464,main,3/31/2021,Foes in Afghan War See a Common Threat of Islamic State’s Return
465,main,3/31/2021,"After Capitol Riot, Senate Taps Intelligence Official to Lead Security"
466,main,3/31/2021,Blinken’s Welcome by NATO Doesn’t Hide Differences on Key Issues
467,main,3/31/2021,Biden Assails Republicans Over Voting Rights and Defends Record on Border
468,main,3/31/2021,"Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’"
469,main,3/31/2021,House Taps Military Official to Lead Security
470,main,3/31/2021,Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan
471,main,3/31/2021,"The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now"
472,main,3/31/2021,They Were Guantánamo’s First Detainees. Here’s Where They Are Now.
473,main,3/31/2021,An Alliance of Autocracies? China Wants to Lead a New World Order.
474,main,3/31/2021,"The Taliban Think They Have Already Won, Peace Deal or Not"
475,main,3/31/2021,Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan
476,main,3/31/2021,See How Rich Countries Got to the Front of the Vaccine Line
477,main,4/30/2021,"Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t"
478,main,4/30/2021,"Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor"
479,main,4/30/2021,U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence
480,main,4/30/2021,"The Iran Nuclear Talks, Explained"
481,main,4/30/2021,Capitol Rioters Face the Consequences of Their Selfie Sabotage
482,main,4/30/2021,"In Bid to Boost Its Profile, ISIS Turns to Africa’s Militants"
483,main,4/30/2021,Afghan President in ‘Desperate Situation’ as His Power Is Undermined
484,main,4/30/2021,"After Backing Military Force in Past, U.S.A.I.D. Nominee Focuses on Deploying Soft Power"
485,main,4/30/2021,Biden to Withdraw All Combat Troops From Afghanistan by Sept. 11
486,main,4/30/2021,"China Poses Biggest Threat to U.S., Intelligence Report Says"
487,main,4/30/2021,Will Afghanistan Become a Terrorism Safe Haven Once Again?
488,main,4/30/2021,"With Afghan Decision, Biden Seeks to Focus U.S. on New Challenges"
489,main,4/30/2021,‘No Victory Dance’: Veterans of Afghan War Feel Torn Over Pullout
490,main,4/30/2021,Afghans Wonder ‘What About Us?’ as U.S. Troops Prepare to Withdraw
491,main,4/30/2021,NATO Confirms Its Troop Withdrawal From Afghanistan
492,main,4/30/2021,Biden Administration to Impose Tough Sanctions on Russia
493,main,4/30/2021,"Biden, Setting Afghanistan Withdrawal, Says ‘It Is Time to End the Forever War’"
494,main,4/30/2021,Biden’s Afghan Pullout Is a Victory for Pakistan. But at What Cost?
495,main,4/30/2021,How the G.O.P. Lost Its Clear Voice on Foreign Policy
496,main,4/30/2021,How the U.S. Plans to Fight From Afar After Troops Exit Afghanistan
497,main,4/30/2021,"White House Warns Russia on Bounties, but Stops Short of Sanctions"
498,main,4/30/2021,The Contradiction That Doomed America’s Mission in Afghanistan
499,main,4/30/2021,A War Is Ending. A Pennsylvania Town Exhales.
500,main,4/30/2021,"Debating Exit From Afghanistan, Biden Rejected Generals’ Views"
501,main,4/30/2021,Prince Philip Is Laid to Rest in a Somber 50-Minute Ceremony
502,main,4/30/2021,"Afghan Women Fear the Worst, Whether War or Peace Lies Ahead"
503,main,4/30/2021,Bush Says G.O.P. Has Become ‘to Some Degree Nativist’
504,main,4/30/2021,"Caving to Islamists, Pakistan’s Parliament Debates Expelling French Ambassador"
505,main,4/30/2021,General Warns of Challenges to Tracking Terrorist Threats in Afghanistan After U.S. Exits
506,main,4/30/2021,"Walter Mondale, Ex-Vice President and Champion of Liberal Politics, Dies at 93"
507,main,4/30/2021,Biden Preparing to Declare That Atrocities Against Armenia Were Genocide
508,main,4/30/2021,Biden’s Plan to End Afghanistan War Gives Some Detainees Hope for Release
509,main,4/30/2021,"Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight"
510,main,4/30/2021,"War, Peace and Taliban Spreadsheets"
511,main,4/30/2021,"The U.S. War in Afghanistan: How It Started, and How It Ended"
512,main,4/30/2021,Biden Officials Place Hope in Taliban’s Desire for Legitimacy and Money
513,main,4/30/2021,"Penelope Laingen, 89, Dies; Her Yellow Ribbon Rallied Americans"
514,main,4/30/2021,"Breaking With Predecessors, Biden Declares Mass Killings of Armenians a Genocide"
515,main,4/30/2021,The Arms Merchant in the Sights of Russia’s Elite Assassination Squad
516,main,4/30/2021,U.S. Military Begins Final Withdrawal From Afghanistan
517,main,4/30/2021,"Iran’s Foreign Minister, in Leaked Tape, Says Revolutionary Guards Set Policies"
518,main,4/30/2021,2 Spanish Journalists and an Irish Ranger Killed in Burkina Faso Ambush
519,main,4/30/2021,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress"
520,main,4/30/2021,How Long Can the Afghan Security Forces Last on Their Own?
521,main,4/30/2021,Russian Spy Unit Investigated for Links to Bulgarian Explosions
522,main,4/30/2021,Biden Seeks Shift in How the Nation Serves Its People
523,main,4/30/2021,Central Asian Border Dispute Casts Shadow Over U.S. Afghan Departure
524,main,5/31/2021,Afghan Blast on Eve of U.S. Pullout Deadline Kills at Least 27
525,main,5/31/2021,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed
526,main,5/31/2021,Day 1 of the End of the U.S. War in Afghanistan
527,main,5/31/2021,Blinken and G7 Allies Turn Their Focus to ‘Democratic Values’
528,main,5/31/2021,Grim Image of India Prompts Debate Over China’s Swaggering Propaganda
529,main,5/31/2021,Afghans Fleeing Home Are Filling the Lowliest Jobs in Istanbul
530,main,5/31/2021,Pentagon Struggles to Wean Afghan Military Off American Air Support
531,main,5/31/2021,Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment
532,main,5/31/2021,"Bombing Outside Afghan School Kills at Least 90, With Girls as Targets"
533,main,5/31/2021,‘Why Do We Deserve to Die?’ Kabul’s Hazaras Bury Their Daughters.
534,main,5/31/2021,McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership
535,main,5/31/2021,U.S. Defends Detention of Afghan at Guantánamo Despite Pullout
536,main,5/31/2021,A Black Colonel Takes Command of a Key Marine Corps Brigade
537,main,5/31/2021,A City Under Siege: What the War Looks Like on Afghanistan’s Front Line
538,main,5/31/2021,Activists and Ex-Spy Said to Have Plotted to Discredit Trump ‘Enemies’ in Government
539,main,5/31/2021,Spy Agencies Seek New Afghan Allies as U.S. Withdraws
540,main,5/31/2021,A Fragile Ceasefire Lets Afghans Risk Travel for Eid
541,main,5/31/2021,"In Taliban-Controlled Areas, Girls Are Fleeing for One Thing: an Education"
542,main,5/31/2021,Biden Administration Clears 3 Guantánamo Detainees for Release
543,main,5/31/2021,"Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues"
544,main,5/31/2021,Pentagon Accelerates Withdrawal From Afghanistan
545,main,5/31/2021,A Wave of Afghan Surrenders to the Taliban Picks Up Speed
546,main,5/31/2021,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World"
547,main,5/31/2021,Thomas Sullivan Dies at 91; Investigated Corruption in Chicago’s Courts
548,main,5/31/2021,"A Siege, a Supply Run and a Descent Into a Decade-Old Battle"
549,main,5/31/2021,Britain Accelerates Relocation of Afghan Interpreters to U.K.
550,main,6/30/2021,"‘Come On In, Boys’: A Wave of the Hand Sets Off Spain-Morocco Migrant Fight"
551,main,6/30/2021,‘Find Him and Kill Him’: An Afghan Pilot’s Desperate Escape
552,main,6/30/2021,A Rogue Climber Running From the Law Was Fleeing His Own Trauma
553,main,6/30/2021,"Biden Is Embracing Europe, but Then What? NATO and the E.U. Have Concerns."
554,main,6/30/2021,C.I.A. Scrambles for New Approach in Afghanistan
555,main,6/30/2021,Supreme Court Won’t Hear Case on Limiting Military Draft to Men
556,main,6/30/2021,Attack in Afghanistan Kills 10 From Charity That Clears Land Mines
557,main,6/30/2021,"Leaning on Journalists and Targeting Sources, for 50 Years"
558,main,6/30/2021,"The Secrets and Lies of the Vietnam War, Exposed in One Epic Document"
559,main,6/30/2021,U.S. Weighs Possibility of Airstrikes if Afghan Forces Face Crisis
560,main,6/30/2021,Washington’s Daily Secret Machine
561,main,6/30/2021,"As Military Addresses Diversity, Republicans See Culture War Target"
562,main,6/30/2021,"As U.S. Withdraws, Afghan Interpreters Fear Being Left Behind"
563,main,6/30/2021,Showdown Over Omar’s Comments Exposes Sharp Divisions Among Democrats
564,main,6/30/2021,"As Biden Meeting Nears, Erdogan Softens His Stance"
565,main,6/30/2021,Pentagon Weighs Proposal to Send Dozens of Troops Back to Somalia
566,main,6/30/2021,Unvaccinated in Pakistan? You might lose your cellphone service.
567,main,6/30/2021,Biden and Putin Express Desire for Better Relations at Summit Shaped by Disputes
568,main,6/30/2021,"As Wars Wind Down, Congress Revisits Presidential Powers"
569,main,6/30/2021,Elite Afghan Forces Suffer Horrific Casualties as Taliban Advance
570,main,6/30/2021,"With Putin, Biden Tries to Forge a Bond of Self-Interest, Not Souls"
571,main,6/30/2021,Lawmakers Rush to Help Afghans Seeking Visas for Helping the U.S.
572,main,6/30/2021,Two More Guantánamo Detainees Are Cleared for Transfer to Other Nations
573,main,6/30/2021,Departure of U.S. Contractors Poses Myriad Problems for Afghan Military
574,main,6/30/2021,Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive
575,main,6/30/2021,"Attacked and Vulnerable, Some Afghans Are Forming Their Own Armies"
576,main,6/30/2021,Defense Secretary Backs Changes to Military Law on Sexual Assault
577,main,6/30/2021,U.S. to Move Afghans Who Aided Troops Outside the Country
578,main,6/30/2021,He Saved 31 People at Sea. Then Got a 142-Year Prison Sentence.
579,main,6/30/2021,On the Front Line: A Night With Afghan Commandos
580,main,6/30/2021,Biden Says Afghans Must ‘Decide Their Future’ as U.S. Troops Withdraw
581,main,6/30/2021,"As the U.S. Pulls Out of Afghanistan, Kabul’s Airport Is a Final Stand"
582,main,6/30/2021,House Passes Bill to Speed Visas for Afghans Imperiled for Aiding U.S.
583,main,6/30/2021,"Security in Afghanistan Is Decaying, U.S. General Says as Forces Leave"
584,main,6/30/2021,"Donald H. Rumsfeld, Defense Secretary During Iraq War, Is Dead at 88"
585,main,7/31/2021,"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says"
586,main,7/31/2021,"As Afghan Forces Crumble, an Air of Unreality Grips the Capital"
587,main,7/31/2021,Biden Sends Dueling Messages on Afghanistan
588,main,7/31/2021,"U.S. Leaves Its Last Afghan Base, Effectively Ending Operations"
589,main,7/31/2021,The Relics of America’s War in Afghanistan
590,main,7/31/2021,Pentagon Seeks to Soften Blow of U.S. Withdrawal From Afghanistan
591,main,7/31/2021,Taliban Try to Polish Their Image as They Push for Victory
592,main,7/31/2021,Unlikely Coalition of Veterans Backs Biden on Ending Afghan War
593,main,7/31/2021,‘In the End We Felt Betrayed’: Vietnamese Veterans See Echoes in Afghanistan
594,main,7/31/2021,"Taliban Attack a Provincial Capital in Afghanistan’s North, Freeing Prisoners"
595,main,7/31/2021,Tammy Duckworth on Her Fight to Shield Veterans From Deportation
596,main,7/31/2021,"In Forceful Defense of Afghan Withdrawal, Biden Says U.S. Achieved Its Objectives"
597,main,7/31/2021,Why Haiti Still Despairs After $13 Billion in Foreign Aid
598,main,7/31/2021,Chief Guantánamo Prosecutor Retiring Before Sept. 11 Trial Begins
599,main,7/31/2021,Taliban Enter Kandahar City and Seize Border Posts
600,main,7/31/2021,Biden Administration Shows Little Appetite for Haiti’s Troop Request
601,main,7/31/2021,"Biden Warns Putin to Act Against Ransomware Groups, or U.S. Will Strike Back"
602,main,7/31/2021,Who Paid for That Mansion? A Senator or the Haitian People?
603,main,7/31/2021,Dueling Claims to Power. Broken Institutions. How Does Haiti Fix This?
604,main,7/31/2021,Third Man With U.S. Ties Has Been Arrested in Haiti Assassination
605,main,7/31/2021,Voters Chose Boring Over Bombast. They Got Biden’s Penchant for Pontificating.
606,main,7/31/2021,"It’s Situation Normal for U.S. Diplomats in Kabul, Despite Taliban Gains"
607,main,7/31/2021,Top U.S. General Steps Down in Afghanistan
608,main,7/31/2021,"Weighing Haiti Intervention, U.S. Again Faces a Torturous Dilemma"
609,main,7/31/2021,Evacuations for Afghans Who Helped U.S. Troops Will Begin This Month
610,main,7/31/2021,Selling Fruit Where the Taliban Stalk the Streets
611,main,7/31/2021,China Criticized the Afghan War. Now It Worries About the Withdrawal.
612,main,7/31/2021,"Blast That Killed Chinese Workers in Pakistan Was a Terrorist Attack, Officials Say"
613,main,7/31/2021,"Danish Siddiqui, Reuters Photojournalist, Is Killed in Afghanistan"
614,main,7/31/2021,"Back to Militias, the Chaotic Afghan Way of War"
615,main,7/31/2021,‘They Just Left Us’: Greece Is Accused of Setting Migrants Adrift at Sea
616,main,7/31/2021,Guantánamo Prosecutors Ask to Strike Information Gained From Torture
617,main,7/31/2021,The Ascension of Ron Klain
618,main,7/31/2021,Biden Administration Transfers Its First Detainee From Guantánamo Bay
619,main,7/31/2021,The Biden administration is sending Afghan visa applicants to an Army base in Virginia.
620,main,7/31/2021,‘I’ll Never Forget You’: Veterans Push to Get Afghan Partners in War to the U.S.
621,main,7/31/2021,Canadian Veterans Fill Void to Help Afghans Who Once Worked With Them
622,main,7/31/2021,"A Border Reopening, at Least One Way, and Some Travel Tips"
623,main,7/31/2021,U.S. Strikes Taliban Targets in a Show of Force in Afghanistan
624,main,7/31/2021,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change"
625,main,7/31/2021,"In Louisiana, Vaccine Misinformation Has Public Health Workers Feeling ‘Stuck’"
626,main,7/31/2021,U.S. General Won’t Commit to Ending Airstrikes on Taliban
627,main,7/31/2021,"Afghan Civilian Casualties Soar as U.S. Exits, Monitors Say"
628,main,7/31/2021,Biden Takes Two Paths to Wind Down Iraq and Afghan Wars
629,main,7/31/2021,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter
630,main,7/31/2021,Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?
631,main,7/31/2021,China Offers the Taliban a Warm Welcome While Urging Peace Talks
632,main,7/31/2021,At Least 80 Killed as Flash Floods Destroy Village in Afghanistan
633,main,7/31/2021,Congress approves a $2.1 billion emergency spending bill for Capitol security and aid for Afghan refugees.
634,main,7/31/2021,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them."
635,main,7/31/2021,Afghan Visa Applicants Arrive in U.S. After Years of Waiting
636,main,7/31/2021,"Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85"
637,main,7/31/2021,"As Fears Grip Afghanistan, Hundreds of Thousands Flee"
638,main,7/31/2021,"Body of Reuters Photographer Was Mutilated in Taliban Custody, Officials Say"
639,main,7/31/2021,Key Afghan City in Danger of Falling to the Taliban
640,main,8/31/2021,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.
641,main,8/31/2021,Biden Officials Open to Tightening Law Authorizing War on Terrorist Groups
642,main,8/31/2021,U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next
643,main,8/31/2021,Debate Over Presidential War Powers Sets Up Test for a Divided G.O.P.
644,main,8/31/2021,Taliban Claim Responsibility for Major Attack in Afghan Capital
645,main,8/31/2021,"As Taliban Advance, Biden Officials Cling to Hope for Afghan Peace"
646,main,8/31/2021,Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal
647,main,8/31/2021,"Behind the Haiti Assassination, Colombia’s Growing Mercenary Industry"
648,main,8/31/2021,Taliban Take Second Afghan City in Two Days
649,main,8/31/2021,"As Afghan Cities Fall to Taliban, Brutal New Chapter Unfolds"
650,main,8/31/2021,"As Taliban Capture Cities, U.S. Says Afghan Forces Must Fend for Themselves"
651,main,8/31/2021,The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground
652,main,8/31/2021,"Belarus Leader Lashes Out at the West, a Year After Crushing Protests"
653,main,8/31/2021,Fear Sets In as Taliban Seize Former Bastions of Resistance
654,main,8/31/2021,"On Afghanistan’s Front Line, There Are No Good Choices"
655,main,8/31/2021,"As U.S. Leaves Afghanistan, History Suggests It May Struggle to Stay Out"
656,main,8/31/2021,"Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul"
657,main,8/31/2021,Could the Taliban Take Over Afghanistan? Here’s What We Know.
658,main,8/31/2021,"Indonesian Army to End So-Called Virginity Tests, Chief Says"
