doc_id,date,main,print
203,8/27/2021,"As U.S. Troops Searched Afghans, a Bomber in the Crowd Moved In","In Frantic Crowd, a Suicide Bomber Hid in Plain Sight"
204,6/10/2021,"As U.S. Withdraws, Afghan Interpreters Fear Being Left Behind",U.S. Visas Can Be a Life-or-Death Matter for Afghan Interpreters
205,6/1/2020,"As Virus Toll Preoccupies U.S., Rivals Test Limits of American Power","As Toll Preoccupies U.S., Rivals Test the Limits of American Power"
206,6/17/2021,"As Wars Wind Down, Congress Revisits Presidential Powers",Congress Revisits President’s Powers To Authorize Use of Military Force
207,11/18/2020,Asylum Seeker Who Lost His Son on Trek to Greece Is Charged in His Death,Asylum Seeker Faces Charges in Son’s Death at Sea
208,10/5/2020,"At Afghan Peace Talks, Hoping to End Their Fathers’ War",It Was Their Fathers’ War. They Aim to End It.
209,9/27/2021,"At Afghan Universities, Increasing Fear That Women Will Never Be Allowed Back",New Taliban Chancellor Bars Women From Kabul University
210,3/2/2020,"At Center of Taliban Deal, a U.S. Envoy Who Made It Personal","At the Center of the Taliban Deal, a U.S. Envoy Who Made It Personal"
211,8/26/2021,"At Least 250,000 Afghans Who Worked With U.S. Haven’t Been Evacuated, Estimates Say",U.S. Rescue of All Afghan Allies by Deadline Appears Increasingly Unlikely
212,7/20/2020,At Least 60 Migrants Killed in Turkish Boat Disaster,Boat Sinks In Turkey; At Least 60 Are Dead
213,7/29/2021,At Least 80 Killed as Flash Floods Destroy Village in Afghanistan,Flash Flood  Kills Scores  In Area Run  By Taliban
214,3/18/2021,"At Least 9 Dead in Afghan Helicopter Crash, After Clashes With Local Militia",At Least 9 Die in Crash of Afghan Military Copter After Clashes With Local Militia
215,5/28/2021,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World",Harris Speaks of ‘Fragile’ World at Naval Academy Commencement
216,9/25/2020,"At Pentagon, Fears Grow That Trump Will Pull Military Into Election Unrest",Pentagon Leaders Worry Trump Will Drag Military Into Election
217,9/11/2021,"At Pro-Taliban Protest, a Symbol of America’s Lost Influence: Faces Obscured by Veils","At Pro-Taliban Rally, a Sign of America’s Failure: Droves of Veiled Faces"
218,9/21/2021,"At U.N., Biden Calls for Diplomacy, Not Conflict, but Some Are Skeptical",Biden Reasserts Role of America In World Affairs
219,6/9/2021,Attack in Afghanistan Kills 10 From Charity That Clears Land Mines,Afghan Attack Kills 10  From Land Mine Charity
220,6/22/2021,"Attacked and Vulnerable, Some Afghans Are Forming Their Own Armies","As Taliban Attack, Civilians Are Taking Up Arms"
221,11/30/2020,Australia Condemns Lurid Tweet by Chinese Official as ‘Disgusting Slur’,Australia Condemns Chinese Official’s ‘Disgusting Slur’ of Soldiers
222,11/27/2020,Australian Military Moves to Dismiss Soldiers After Killings in Afghanistan,Australian Military to Dismiss Soldiers After Report on Killings And Cover-Up in Afghanistan
223,7/17/2021,"Back to Militias, the Chaotic Afghan Way of War","A Country Returns to Militias, and an Old, Chaotic Path"
224,9/14/2021,Barbara Lee’s Long Quest to Curb Presidential War Powers Faces a New Test,Quest to Curb War Powers Of President Faces New Test
225,9/15/2021,"Basking in Vaccine Success, E.U. Promises to Donate More Covid Shots",E.U. Hails Covid Success but Warns of ‘Pandemic of the Unvaccinated’
226,2/8/2021,"Before Himalayan Flood, India Ignored Warnings of Development Risks","Before Disaster, India Ignored Warnings of Dams’ Risks"
227,1/16/2021,"Before the Capitol Riot, Calls for Cash and Talk of Revolution","Before Capitol Riot, Thousands Made Small Donations Online"
228,8/7/2021,"Behind the Haiti Assassination, Colombia’s Growing Mercenary Industry",Haiti Assassination Spotlights Colombia’s Growing Mercenary Industry
229,8/9/2021,"Belarus Leader Lashes Out at the West, a Year After Crushing Protests","One Year After He Crushed Protests, Belarus Leader Lashes Out at West"
230,6/22/2020,"Betraying Frustration with China, E.U. Leaders Press for Progress on Trade Talks","E.U. Leaders Press China on Trade Talks, With Scant Results"
231,5/18/2021,Biden Administration Clears 3 Guantánamo Detainees for Release,U.S. Approves Release for 3 At Guantánamo
232,7/10/2021,Biden Administration Shows Little Appetite for Haiti’s Troop Request,U.S. Is Reluctant to Send Soldiers to Haiti Conflict
233,4/15/2021,Biden Administration to Impose Tough Sanctions on Russia,U.S. to Place New Sanctions
234,7/19/2021,Biden Administration Transfers Its First Detainee From Guantánamo Bay,Biden Administration Sends Guantánamo Detainee to Morocco
235,9/1/2021,Biden Affirms Support Against ‘Russian Aggression’ in Meeting With Ukraine’s Leader,Ukraine Leader  Finally Reaches  The Oval Office
236,9/11/2021,Biden and Bush Urge Unity as Nation Remembers Sept. 11,Bush and Biden Join in Seeking Unity Amid Grief
237,1/26/2021,Biden and Putin Agree to Extend Nuclear Treaty,"In First Call, Biden and Putin Agree to Extend Nuclear Treaty"
238,6/16/2021,Biden and Putin Express Desire for Better Relations at Summit Shaped by Disputes,Presidents Joust Even as They Seek to Ease Relations
239,3/25/2021,Biden Assails Republicans Over Voting Rights and Defends Record on Border,Biden Laces Into G.O.P.  On ‘Un-American’ Bids  To Limit Voting Rights
240,12/19/2020,"Biden Cabinet Leans Centrist, Leaving Some Liberals Frustrated","On Philosophy, Biden Cabinet Leans Centrist"
241,9/30/2021,Biden Campaigned as the Anti-Trump. But a Clean Break Is Never Easy.,"Biden Strives to Be the Anti-Trump, but He Is Finding It’s Not So Easy"
242,9/24/2021,Biden Condemns Border Patrol Treatment of Haitian Migrants as Expulsions Continue,"Amid Inquiry, President Condemns Border Agents Who Mistreated Haitians"
243,6/28/2020,Biden Criticizes Trump Over Intelligence on Russian Bounties on U.S. Troops,Biden Scolds Trump Over Report on Russian Bounties on U.S. Troops
244,9/22/2021,Biden Declared the War Over. But Wars Go On.,Biden Declared the War Over. But the Wars Go On.
245,9/1/2021,Biden Defends Afghan Pullout and Declares an End to Nation-Building,Spurning Critics Biden Calls Exit Notable Success
246,8/20/2021,Biden Defends Afghanistan Evacuation as Thousands Besiege Kabul Airport,Despair in Kabul Undercuts Biden on Rescue Effort
247,8/27/2021,Biden Faces a Tragedy He Pledged to Avoid,Worst Fear for President Who Hoped For End to Military Condolence Calls
248,6/6/2021,"Biden Is Embracing Europe, but Then What? NATO and the E.U. Have Concerns.","U.S. Says ‘We’re Back,’ but Europe Still Recalls Trauma of Trump Years"
249,12/24/2020,Biden Is Expected to Expand U.S.-India Relations While Stressing Human Rights,"Biden Expected to Build On Relations With India, Affirming Human Rights"
250,12/11/2020,Biden Names Two Obama White House Veterans to New Roles,"Biden Selects Two Familiar Names, but for Surprising Cabinet Roles"
251,8/3/2021,Biden Officials Open to Tightening Law Authorizing War on Terrorist Groups,Biden Administration Is Open to Tightening Law Authorizing War on Terror
252,4/23/2021,Biden Officials Place Hope in Taliban’s Desire for Legitimacy and Money,Officials Suggest Global Image May Be Moderating Force on Taliban
253,1/22/2021,"Biden Orders Sweeping Assessment of Russian Hacking, Even While Renewing Nuclear Treaty","U.S. to Target Russian Hacking,  Even as It Seeks Accord on Arms"
254,12/8/2020,"Biden Plans to Tap Lloyd Austin, Former Iraq Commander, as Defense Secretary",Biden to Choose Retired General To Lead Defense
255,9/1/2021,Biden Plays the Long Game as He Justifies the End of the ‘Forever War’,"As Debate Rages On, Biden Plays Long Game"
256,4/21/2021,Biden Preparing to Declare That Atrocities Against Armenia Were Genocide,Biden to Declare Ottomans’ Atrocities Against Armenia Were Genocide
257,8/21/2021,Biden Ran on Competence and Empathy. Afghanistan Is Testing That.,A Presidency And Its Values Put to the Test
258,8/18/2021,Biden Rattles U.K. With His Afghanistan Policy,Britain Smarts as Biden Leaves Top U.S. Ally Out of Withdrawal Decision
259,8/29/2021,Biden Receives Bodies of Service Members Killed in Kabul Bombing,Biden Receives Remains of Service Members After Terrorist Attack
260,6/26/2021,Biden Says Afghans Must ‘Decide Their Future’ as U.S. Troops Withdraw,"In Meeting With Afghan Leader, Biden Pledges Aid After U.S. Withdrawal"
261,8/18/2021,Biden Says Troops May Stay in Kabul Longer to Assist Evacuations,"Troops May Stay Longer In Kabul, Biden Says"
262,6/30/2020,Biden Says Trump ‘Surrendered’ to Coronavirus in Blistering Speech,"Biden, in Blistering Speech, Says Trump ‘Surrendered’ to the Coronavirus"
263,3/17/2021,Biden Says Withdrawing U.S. Forces From Afghanistan by May Deadline Is ‘Tough’,"Afghanistan Exit by May 1 Will Be Tough, Biden Says"
264,4/29/2021,Biden Seeks Shift in How the Nation Serves Its People,Biden Makes Case to Vastly Expand Government Role
265,3/5/2021,Biden Seeks Update for a Much-Stretched Law That Authorizes the War on Terrorism,Biden Seeks Update for Much-Stretched Law That Authorizes the War on Terrorism
266,7/2/2021,Biden Sends Dueling Messages on Afghanistan,Achieving a U.S. Exit While Avoiding a Sense of Abandonment
267,8/16/2021,"Biden stands behind Afghan withdrawal, despite ‘hard and messy’ final days.","Facing Afghan Chaos, Biden Defends Exit"
268,8/25/2021,"Biden Sticks to Afghan Deadline, Resisting Pleas to Extend Evacuation","Rebuffing Allies, Biden is Sticking to Exit Deadline"
269,6/27/2020,Biden Still Wants to Close Guantánamo Prison,"Closing Guantánamo May Be Politically Toxic, but Biden Remains on Board"
270,7/26/2021,Biden Takes Two Paths to Wind Down Iraq and Afghan Wars,"In Winding Down Wars, Biden Takes Two Paths for Iraq and Afghanistan"
271,12/16/2020,Biden Taps Pete Buttigieg for Transportation Secretary,Former Rival As Partner For Agenda On Climate
272,9/20/2021,Biden to Push Global Plan to Battle Covid as National Gaps Widen,Biden to Endorse Plan to Deliver More Vaccines to Poorer Countries
273,2/3/2021,"Biden to Welcome More Refugees, but Far From All Will Get In",Gutted System Will Test Biden Vow to Welcome More of World’s Needy
274,4/13/2021,Biden to Withdraw All Combat Troops From Afghanistan by Sept. 11,Biden Sets End Date for Nation’s Longest War
275,9/3/2021,Biden Tours Hurricane Ida Damage in New Orleans,Biden Tours New Orleans And Its Hurricane Damage
276,11/7/2020,Biden Victory Brings Sighs of Relief Overseas,Relief and Joy Overseas: ‘Welcome Back America!’
277,1/30/2021,"Biden Visits Walter Reed, the Hospital That Treated Both Him and His Son","Visiting Troops, Biden Recalls His Own Past At Walter Reed"
278,8/27/2021,Biden Vows ‘Unshakable Partnership’ With Israel in Meeting With Bennett,President  Underscores ‘Partnership’ With Israel
279,7/10/2021,"Biden Warns Putin to Act Against Ransomware Groups, or U.S. Will Strike Back",Biden Cautions Putin to Control Cybercriminals
280,11/23/2020,"Biden Will Nominate First Women to Lead Treasury and Intelligence, and First Latino to Run Homeland Security",Yellen to Treasury in Cabinet Full of Firsts
281,4/15/2021,"Biden, Setting Afghanistan Withdrawal, Says ‘It Is Time to End the Forever War’",‘It Is Time to End the Forever War’
282,8/29/2020,"Biden, Speaking to National Guard Group, Takes Aim at Republican Criticism on Crime","Biden, Addressing National Guard, Counters G.O.P. Convention Claims"
283,4/15/2021,Biden’s Afghan Pullout Is a Victory for Pakistan. But at What Cost?,"As U.S. Exits, Pakistan Sees A Door Open"
284,8/20/2021,Biden’s Inaccurate Claims in Defending Afghanistan Withdrawal,Clarifying Biden’s Take of Evacuation
285,8/26/2021,Biden’s Meeting With Israeli Leader Delayed After Kabul Attack,Biden’s Meeting With Israeli Leader to Reset Relations Is Pushed Back by One Day
286,11/25/2020,Biden’s National Security Team Offers a Sharp Turn. But in Which Direction?,Biden Picks Team Set on Fortifying World Alliances
287,12/8/2020,Biden’s Pentagon Pick Reignites Debate Over Civilian Control of Military,Congress Frets Over General In Civilian Job
288,4/21/2021,Biden’s Plan to End Afghanistan War Gives Some Detainees Hope for Release,Pullout From Afghanistan Gives Guantánamo Detainees Hope for Release
289,9/10/2021,"Biden’s Vaccine Push Aligns Him With a Fed-Up, Vaccinated Majority",Vaccine Push Aligns Biden  With a Frustrated Majority
290,10/27/2020,Blast at Pakistani Religious School Kills at Least 8,Explosion Kills Eight At Madrasa In Pakistan
291,7/16/2021,"Blast That Killed Chinese Workers in Pakistan Was a Terrorist Attack, Officials Say",Pakistan Blast That Killed 13 Was a Terrorist Attack
292,5/4/2021,Blinken and G7 Allies Turn Their Focus to ‘Democratic Values’,U.S. and G7 Allies Focus On ‘Democratic Values’
293,2/23/2021,"Blinken, Without Leaving Home, Tries to Mend Fences With Allies Abroad","Blinken Is Mending Diplomatic Fences, Without Leaving Home"
294,3/24/2021,Blinken’s Welcome by NATO Doesn’t Hide Differences on Key Issues,"In Europe, Blinken’s Warm Words for Allies Don’t Hide Differences"
295,11/19/2020,Blood Lust and Demigods: Behind an Australian Force’s Slaughter of Helpless Afghans,Blood Lust and Demigods:Behind Slaughter of AfghansBy Elite Australian Squadron
296,8/1/2020,Body Bags and Enemy Lists: How Far-Right Police Officers and Ex-Soldiers Planned for ‘Day X’,Plans for German ‘Day X’  Show Revival of Far Right  
297,7/31/2021,"Body of Reuters Photographer Was Mutilated in Taliban Custody, Officials Say","Body of Reuters Photojournalist Was Mutilated in Taliban Custody, Officials Say"
298,8/17/2021,"Body Parts Found in Landing Gear of Flight From Kabul, Officials Say",Body Parts  Found Inside  Landing Gear Of U.S. Plane
299,6/17/2020,Bolton Says Trump Impeachment Inquiry Missed Other Troubling Episodes,Bolton’s Book Says Trump’s Offenses Exceeded Ukraine
300,5/8/2021,"Bombing Outside Afghan School Kills at Least 90, With Girls as Targets","Explosions Rock School in Kabul, Leaving 30 Dead"
301,7/31/2020,"Border Clashes With Pakistan Leave 15 Afghan Civilians Dead, Officials Say",Afghans’ Clash  With Pakistan Over Border  Kills 15 People
302,8/26/2021,Border Standoff Over Afghan Migrants Highlights E.U. Fears of New Influx,Border Standoff Sharply Highlights E.U. Fears of a New Influx
303,9/23/2021,"Boris Johnson Cuts a Colorful Swath in U.S., but to What End?",U.K. Leader Tells Jokes But Makes Little News During Visit to the U.S.
304,5/13/2020,"Born Into Carnage, 18 Afghan Babies Face an Uncertain Fate",18 New Lives Born Into Carnage and Confusion
305,7/2/2020,Bounties Uproar Casts a Shadow Over a Rare Trump Foreign Policy Achievement,Uproar Over Bounties Obscures Trump’s Progress in Exiting Afghanistan
306,4/24/2021,"Breaking With Predecessors, Biden Declares Mass Killings of Armenians a Genocide",Biden Recognizes Ottoman-Era Massacre of Armenians as Genocide
307,5/31/2021,Britain Accelerates Relocation of Afghan Interpreters to U.K.,Britain Speeds The Relocation Of Interpreters In Afghanistan
308,8/28/2021,"Britons, Unfazed by High Covid Rates, Weigh Their ‘Price of Freedom’","Britons, Unfazed by High Infection Rates, Weigh Their ‘Price of Freedom’"
309,8/25/2021,Budding Resistance to the Taliban Faces Long Odds,Resistance to Taliban Gets a New Face
310,4/20/2021,Bush Says G.O.P. Has Become ‘to Some Degree Nativist’,Bush Scorns G.O.P. Turn On Borders And Trade
311,5/25/2020,"By Air and Sea, Mercenaries Landed in Libya. Then the Plan Went South.",‘It’s a Free-for-All’: Libya’s Slide Into Mercenary War
312,11/25/2020,C.I.A. Officer Is Killed in Somalia,C.I.A. Officer Is Killed In Combat in Somalia
313,6/6/2021,C.I.A. Scrambles for New Approach in Afghanistan,Afghan Exit  Forces C.I.A.  To Scramble
314,8/29/2020,C.I.A. Uncensors Memoir of F.B.I. Agent Who Protested Torture of Terrorists,"9 Years Later, F.B.I. Agent Who Protested  Torture Gets to Tell Entire Story in Memoir"
315,9/7/2021,"Calling ‘Code Red’ on Climate, Biden Pushes for Infrastructure Plan",Biden Calls ‘Code Red’ on Climate in Pushing $1 Trillion Infrastructure Plan
316,8/30/2021,Can Afghanistan’s Leading Broadcaster Survive the Taliban?,"Still Broadcasting From Afghanistan, but Nervously"
317,2/25/2021,Canada’s Top Military Officer Steps Aside Amid Investigation,Canada’s Top Military Officer Steps Aside Amid Investigation
318,7/22/2021,Canadian Veterans Fill Void to Help Afghans Who Once Worked With Them,Canada’s Veterans Assist  Vulnerable Interpreters
319,4/6/2021,Capitol Rioters Face the Consequences of Their Selfie Sabotage,Star Witnesses Against Rioters: Their Online Boasts
320,11/25/2020,"Casualties From Banned Cluster Bombs Nearly Doubled in 2019, Mostly in Syria",Cluster-Bomb Casualties Nearly Doubled in 2019
321,11/25/2020,"Casualties From Banned Cluster Bombs Nearly Doubled in 2019, Mostly in Syria",Cluster-Bomb Casualties Nearly Doubled in 2019
322,4/20/2021,"Caving to Islamists, Pakistan’s Parliament Debates Expelling French Ambassador","Caving to Islamists, Pakistan Weighs Expelling French Envoy"
323,6/23/2020,"Census Bureau Adds Top-Level Political Posts, Raising Fears for 2020 Count","Census Bureau Adds Top-Level Political Posts, Raising Fears for 2020 Count"
324,4/29/2021,Central Asian Border Dispute Casts Shadow Over U.S. Afghan Departure,U.S. Afghan Exit May Fan Border Strife in Central Asia
325,8/16/2021,Chaos Ensues at Kabul Airport as Americans Abandon Afghanistan,Racing to Get Out as Desperation and Fear Set In
326,8/22/2021,Chaos Persists at Kabul Airport as Taliban Discuss New Government,Chaos at Airport as Taliban Work on Creating State
327,8/31/2021,Charges in Bali Bombing Case Are Delayed at Guantánamo,Problems Postpone Guantánamo Arraignment
328,9/7/2021,Charter Flights Delayed as U.S. and Taliban Struggle to Work Together,Flights Delayed as U.S.  And Taliban Work It Out
329,7/9/2021,Chief Guantánamo Prosecutor Retiring Before Sept. 11 Trial Begins,"In Surprise Move, Chief Guantánamo Prosecutor Is Retiring Before 9/11 Trial"
330,7/15/2021,China Criticized the Afghan War. Now It Worries About the Withdrawal.,China Is Wary Of U.S. Pullout In Afghanistan
331,2/19/2021,"China Is Preparing for Another Olympics in Beijing, Like It or Not","Another Olympics Invitation From China, Like It or Not"
332,7/28/2021,China Offers the Taliban a Warm Welcome While Urging Peace Talks,China Hails Role of Taliban in ‘Peaceful Reconciliation’ in Afghanistan
333,4/13/2021,"China Poses Biggest Threat to U.S., Intelligence Report Says",Intelligence Report Says  China Poses Top Threat
334,12/14/2020,China’s Combative Nationalists See a World Turning Their Way,China’s Nationalists Sneer at U.S. Troubles
335,9/20/2021,"Climate, Covid and Biden’s Challenged Credibility Underline U.N.’s Big Week","Big Week for U.N., With Climate, Covid and Biden’s Credibility Issues in Backdrop"
336,5/19/2020,Clinic Bombed as Afghan Forces Fend Off Taliban Attack on Kunduz,Afghan Forces Bomb Clinic as Fight Against Taliban Engulfs Country
337,8/18/2021,Collapse and Conquest: The Taliban Strategy That Seized Afghanistan,Coaxing and Threats Secured Victory
338,7/29/2021,Congress approves a $2.1 billion emergency spending bill for Capitol security and aid for Afghan refugees., $2.1 Billion For Security And Afghans  Is Approved
339,9/2/2021,"Congress Moves to Increase Pentagon Budget, Defying Biden and Liberals","Defying President, Congress Prepares to Increase the Pentagon’s Budget"
340,7/9/2020,Congress Presses Military Leaders on Suspected Russian Bounties,Top General Says He’ll Be ‘Outraged’ if Bounties Are True
341,3/31/2020,Congressman Max Rose Deploys With National Guard for Coronavirus Relief,Congressman  To Deploy With Guard
342,1/2/2021,Conjuring Up the World Through the Sense of Taste,Traveling the World Without Leaving the Kitchen
343,4/28/2020,Coronavirus Diplomacy: How China’s Red Cross Serves the Communist Party,"For China’s Red Cross, It’s Hard To Put People Before the Party"
344,4/10/2020,Coronavirus Finds Fuel in a World of Migrants,"In a World of Migrant Workers, a World of Risk"
345,8/11/2021,Could the Taliban Take Over Afghanistan? Here’s What We Know.,Could the Taliban Take Control of Afghanistan?
346,1/6/2021,Court in Pakistan Bans ‘Virginity Tests’ in Sexual Violence Cases,Pakistan Court  Abolishes Tests  For ‘Virginity’  In Rape Cases
347,3/29/2020,Crisis in the Sahel Becoming France’s Forever War,Lengthy War In the Sahel Strains France
348,3/29/2020,Crisis in the Sahel Becoming France’s Forever War,Lengthy War In the Sahel Strains France
349,7/16/2021,"Danish Siddiqui, Reuters Photojournalist, Is Killed in Afghanistan",Pulitzer Prize-winning Photojournalist  From Reuters Is Killed in Afghanistan
350,5/3/2021,Day 1 of the End of the U.S. War in Afghanistan,Dismantling 20 Years of War in Southern Afghanistan
351,10/24/2020,Deadly Explosion Hits Kabul Tutoring Center,Suicide Attack At Tutor Center Kills at Least 18 In Afghanistan
352,11/3/2020,Deadly School Assault Catapults Kabul into Even More Despair,"Assault on University Students Targets Afghanistan’s Future, Erasing Hopes"
353,8/4/2021,Debate Over Presidential War Powers Sets Up Test for a Divided G.O.P.,Push to Repeal Power for War Divides G.O.P.
354,4/17/2021,"Debating Exit From Afghanistan, Biden Rejected Generals’ Views","Debating Exit, Biden Rejected Generals’ View"
355,8/22/2021,"Deeply Divided, House Democrats Battle Over Priorities and Politics",Divided Democrats Resume House Battles Over Priorities and Politics
356,9/29/2021,Defense Chief Says He Advised Against Staying in Afghanistan ‘Forever’,"Top 3 U.S. Defense Officials Face House Panel, a Day After Senate Testimony"
357,6/23/2021,Defense Secretary Backs Changes to Military Law on Sexual Assault,Defense Secretary Backs Changes to Policies on Sex Assault
358,6/18/2020,Defense Secretary Will Assess How to Promote More Minorities in Military,A Losing Battle in the Military
359,10/21/2020,Demand for Pakistan Visas Sets Off Deadly Stampede in Afghanistan,Afghan Women Killed In Stampede for Visas  To Travel to Pakistan
360,9/4/2021,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack,Democrats Hit Road to Sell Ambitious Budget
361,7/28/2020,Democrats Investigating Why White House Ended Ban on Some Gun Silencer Sales,Democrats Are Investigating End of Ban on Silencer Sales
362,9/29/2021,"Democrats Move to Avert Shutdown, but Divisions Imperil Biden’s Agenda",Democrats Seek Way to Protect Biden’s Agenda
363,9/20/2021,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P.",Spending Bill to Be Tied to Debt Ceiling
364,6/19/2021,Departure of U.S. Contractors Poses Myriad Problems for Afghan Military,Afghan Pilots  Dread Absence  Of Contractors
365,8/18/2021,"Desperate Afghan Women Wait for U.S. Protection, as Promised",Rushing to Erase Proof Of Working With U.S.
366,8/21/2021,Desperation as Afghans Seek to Flee a Country Retaken by the Taliban,Afghans Describe ‘Terror’ As Hopes of Escaping Fade
367,8/23/2021,Did the War in Afghanistan Have to Happen?,"U.S. Passed on Taliban Surrender, and 20 Years of War Followed"
368,3/22/2021,Does Requiring Only Men to Register for the Draft Violate the Constitution?,Does a Men-Only Draft Violate the Constitution?
369,6/30/2021,"Donald H. Rumsfeld, Defense Secretary During Iraq War, Is Dead at 88","Donald H. Rumsfeld, Ex-Defense Secretary, Dies at 88"
370,8/25/2021,"Donald Rumsfeld, Architect of War in Afghanistan, Is Laid to Rest","Amid Debacle in Kabul, Rumsfeld Is Laid to Rest"
371,11/24/2020,Donors Pledge Less Aid to Afghanistan During a Violent Chapter,"As Attacks Continue in Afghanistan, World Donors Pledge Less Aid"
372,8/21/2021,"Donors Send Quake Aid to Haiti, but for How Long?",Global Needs and Past Misuse of Donations Threaten Haiti’s Recovery
373,4/19/2020,Dozens Test Positive for Coronavirus at Afghan President’s Palace,"Dozens Fall Ill At the Palace Of the Leader, Officials Say"
374,8/20/2021,"Dr. Gino Strada, Who Brought Health Care to the Desperate, Dies at 73","Gino Strada, 73, Surgeon Who Brought Medicine  To the Front Lines of War"
375,7/11/2021,Dueling Claims to Power. Broken Institutions. How Does Haiti Fix This?,Institutional Weakness Compounds Predicament Of Haiti’s Power Struggle
376,3/17/2020,Duncan Hunter Sentenced to 11 Months in Prison for Stealing Campaign Funds,Hunter Given  Prison Term  Of 11 Months In Fraud Case
377,9/23/2020,E.U. Offers Cash and More Deportations in New Plan for Migrants,E.U. Offers Members Cash in Plan for Migrants
378,3/13/2020,"E.U. to Offer 2,000 Euros to Migrants in Greece to Go Home",E.U. Offering Migrants Cash to Leave Greece
379,8/24/2021,"Eager to Shift Narrative, Biden Team Puts Airlift in Historical Context","Eager to Shift Narrative,  Biden Team Puts Airlift In Historical Perspective"
380,6/17/2021,Elite Afghan Forces Suffer Horrific Casualties as Taliban Advance,"As U.S. Speeds Its Withdrawal,  Taliban Hit Elite Afghan Forces"
381,5/19/2020,"Emulating Democrats, G.O.P. Ties House Hopes to Diverse Recruits",G.O.P. Pins House Hopes on Profile That’s Lifted Democrats
382,5/19/2020,"Emulating Democrats, G.O.P. Ties House Hopes to Diverse Recruits",G.O.P. Pins House Hopes on Profile That’s Lifted Democrats
383,3/7/2020,Erik Prince Recruits Ex-Spies to Help Infiltrate Liberal Groups,Ex-Spies Recruited in Push To Attack Liberal Groups
384,2/21/2021,"Erik Prince, Trump Ally, Denies Role in Libya Mercenary Operation",Trump Ally Denies Role In $80 Million Scheme To Back Libyan Leader
385,11/8/2020,Europe Lauds Biden but Wonders: What Will He Want? How Long Will He Stay?,"Europe Lauds Biden, but Trust in U.S. Is Shaken"
386,2/16/2021,European Court Backs Germany in Case Over 2009 Killings of Afghan Civilians,European Rights Court Backs Germany Over Killings of 90 Afghan Civilians
387,7/14/2021,Evacuations for Afghans Who Helped U.S. Troops Will Begin This Month,Evacuation of Afghan Allies Is Set to Begin As U.S. Withdrawal Enters Its Final Phases
388,8/28/2021,Evacuations From Kabul Wind Down as U.S. Prepares to Pull Last Troops,Frenzied Exit From Kabul Nears End as the President Cites a New Terror Threat
389,3/20/2021,Even Suicide Bombings Can’t Keep These Students From School,"For Afghan Minorities, Getting an Education Means Risking Death"
390,4/23/2020,Executive Order Halting New Green Cards Includes Exceptions,"Trump’s Pen Halts Green Cards, but Leaves Loopholes"
391,3/25/2020,"Ex-F.B.I. Agent Who Vanished on C.I.A. Mission to Iran Is Most Likely Dead, U.S. Concludes","Ex-F.B.I. Agent Who Vanished in Iran Is Probably Dead, U.S. Says"
392,7/27/2021,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter,Ex-Analyst Who Leaked Details on Drone Warfare Is Sentenced
393,5/18/2020,F.B.I. Finds Links Between Pensacola Gunman and Al Qaeda,F.B.I. Finds Links Between Florida Military Base Attack and Al Qaeda
394,6/30/2020,Father of Slain Marine Finds Heartbreak Anew in Possible Russian Bounty,‘Nightmare’ for Parents of Marine Slain Under Possible Russian Bounty
395,7/17/2020,Father Soldier Son,"Father, Soldier, Son"
396,8/9/2021,Fear Sets In as Taliban Seize Former Bastions of Resistance,"Refugees Flock to Afghan Capital, Seeking Reprieve From Taliban Assault"
397,8/13/2021,"Fearing Kabul’s Fall, U.S. Officials Implore Afghans to ‘Fight’","Fearing Fall of Kabul, U.S. Officials Implore  Afghans to Fight Back"
398,8/21/2021,Fears Rise About Safety of Afghan Airport as U.S. Warns Americans to Stay Away,U.S. Embassy Warns Americans to Avoid Kabul Airport Amid Threats
399,9/14/2021,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says",New Book Details Fears Trump Would Start War
400,12/3/2020,"Feeling Spurned by Trump, U.N. Sees Redemption in Biden and Team","Feeling Spurned by Trump,  U.N. Finds Encouragement  Biden Will Restore Its Place"
401,9/6/2020,"Fighting Patriarchy, and Fearing Worse From the Taliban","Far Beyond 2001, but Fearing Its Return"
402,9/9/2020,"Fire Destroys Most of Europe’s Largest Refugee Camp, on Greek Island of Lesbos",Arson Fire Destroys Most of Europe’s Largest Refugee Camp
403,9/9/2021,First Flight From Kabul Is Hailed as Positive Step Amid Troubling Signs,Little Optimism Even as Taliban Reopen Airport   
404,8/18/2021,First Resistance to Taliban Rule Tests Afghanistan’s Uncertain Future,Protests Emerge as Taliban Strive to Cement Power
405,9/18/2021,"First Tied to ISIS, Then to U.S.: Family in Drone Strike Is Tarnished Twice",U.S. Drone Strike Error Tarnishes Victims Twice
406,7/9/2020,First Woman Joins Green Berets After Graduating From Special Forces Training,Barrier Falls As a Woman Becomes A Green Beret
407,3/22/2021,Foes in Afghan War See a Common Threat of Islamic State’s Return,Foes in Afghan War See Islamic State as Common Threat
408,8/17/2021,"For Afghan Women, Taliban Stir Fears of Return to a Repressive Past",‘My Future Is Dark’: Fear Rises  In Women After Years of Gains
