doc_id,date,text
340,7/9/2020,Congress Presses Military Leaders on Suspected Russian Bounties
341,3/31/2020,Congressman Max Rose Deploys With National Guard for Coronavirus Relief
342,1/2/2021,Conjuring Up the World Through the Sense of Taste
343,4/28/2020,Coronavirus Diplomacy: How China’s Red Cross Serves the Communist Party
344,4/10/2020,Coronavirus Finds Fuel in a World of Migrants
345,8/11/2021,Could the Taliban Take Over Afghanistan? Here’s What We Know.
346,1/6/2021,Court in Pakistan Bans ‘Virginity Tests’ in Sexual Violence Cases
347,3/29/2020,Crisis in the Sahel Becoming France’s Forever War
348,3/29/2020,Crisis in the Sahel Becoming France’s Forever War
349,7/16/2021,"Danish Siddiqui, Reuters Photojournalist, Is Killed in Afghanistan"
350,5/3/2021,Day 1 of the End of the U.S. War in Afghanistan
351,10/24/2020,Deadly Explosion Hits Kabul Tutoring Center
352,11/3/2020,Deadly School Assault Catapults Kabul into Even More Despair
353,8/4/2021,Debate Over Presidential War Powers Sets Up Test for a Divided G.O.P.
354,4/17/2021,"Debating Exit From Afghanistan, Biden Rejected Generals’ Views"
355,8/22/2021,"Deeply Divided, House Democrats Battle Over Priorities and Politics"
356,9/29/2021,Defense Chief Says He Advised Against Staying in Afghanistan ‘Forever’
357,6/23/2021,Defense Secretary Backs Changes to Military Law on Sexual Assault
358,6/18/2020,Defense Secretary Will Assess How to Promote More Minorities in Military
359,10/21/2020,Demand for Pakistan Visas Sets Off Deadly Stampede in Afghanistan
360,9/4/2021,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack
361,7/28/2020,Democrats Investigating Why White House Ended Ban on Some Gun Silencer Sales
362,9/29/2021,"Democrats Move to Avert Shutdown, but Divisions Imperil Biden’s Agenda"
363,9/20/2021,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P."
364,6/19/2021,Departure of U.S. Contractors Poses Myriad Problems for Afghan Military
365,8/18/2021,"Desperate Afghan Women Wait for U.S. Protection, as Promised"
366,8/21/2021,Desperation as Afghans Seek to Flee a Country Retaken by the Taliban
367,8/23/2021,Did the War in Afghanistan Have to Happen?
368,3/22/2021,Does Requiring Only Men to Register for the Draft Violate the Constitution?
369,6/30/2021,"Donald H. Rumsfeld, Defense Secretary During Iraq War, Is Dead at 88"
370,8/25/2021,"Donald Rumsfeld, Architect of War in Afghanistan, Is Laid to Rest"
371,11/24/2020,Donors Pledge Less Aid to Afghanistan During a Violent Chapter
372,8/21/2021,"Donors Send Quake Aid to Haiti, but for How Long?"
373,4/19/2020,Dozens Test Positive for Coronavirus at Afghan President’s Palace
374,8/20/2021,"Dr. Gino Strada, Who Brought Health Care to the Desperate, Dies at 73"
375,7/11/2021,Dueling Claims to Power. Broken Institutions. How Does Haiti Fix This?
376,3/17/2020,Duncan Hunter Sentenced to 11 Months in Prison for Stealing Campaign Funds
377,9/23/2020,E.U. Offers Cash and More Deportations in New Plan for Migrants
378,3/13/2020,"E.U. to Offer 2,000 Euros to Migrants in Greece to Go Home"
379,8/24/2021,"Eager to Shift Narrative, Biden Team Puts Airlift in Historical Context"
380,6/17/2021,Elite Afghan Forces Suffer Horrific Casualties as Taliban Advance
381,5/19/2020,"Emulating Democrats, G.O.P. Ties House Hopes to Diverse Recruits"
382,5/19/2020,"Emulating Democrats, G.O.P. Ties House Hopes to Diverse Recruits"
383,3/7/2020,Erik Prince Recruits Ex-Spies to Help Infiltrate Liberal Groups
384,2/21/2021,"Erik Prince, Trump Ally, Denies Role in Libya Mercenary Operation"
385,11/8/2020,Europe Lauds Biden but Wonders: What Will He Want? How Long Will He Stay?
386,2/16/2021,European Court Backs Germany in Case Over 2009 Killings of Afghan Civilians
387,7/14/2021,Evacuations for Afghans Who Helped U.S. Troops Will Begin This Month
388,8/28/2021,Evacuations From Kabul Wind Down as U.S. Prepares to Pull Last Troops
389,3/20/2021,Even Suicide Bombings Can’t Keep These Students From School
390,4/23/2020,Executive Order Halting New Green Cards Includes Exceptions
391,3/25/2020,"Ex-F.B.I. Agent Who Vanished on C.I.A. Mission to Iran Is Most Likely Dead, U.S. Concludes"
392,7/27/2021,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter
393,5/18/2020,F.B.I. Finds Links Between Pensacola Gunman and Al Qaeda
394,6/30/2020,Father of Slain Marine Finds Heartbreak Anew in Possible Russian Bounty
395,7/17/2020,Father Soldier Son
396,8/9/2021,Fear Sets In as Taliban Seize Former Bastions of Resistance
397,8/13/2021,"Fearing Kabul’s Fall, U.S. Officials Implore Afghans to ‘Fight’"
398,8/21/2021,Fears Rise About Safety of Afghan Airport as U.S. Warns Americans to Stay Away
399,9/14/2021,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says"
400,12/3/2020,"Feeling Spurned by Trump, U.N. Sees Redemption in Biden and Team"
401,9/6/2020,"Fighting Patriarchy, and Fearing Worse From the Taliban"
402,9/9/2020,"Fire Destroys Most of Europe’s Largest Refugee Camp, on Greek Island of Lesbos"
403,9/9/2021,First Flight From Kabul Is Hailed as Positive Step Amid Troubling Signs
404,8/18/2021,First Resistance to Taliban Rule Tests Afghanistan’s Uncertain Future
405,9/18/2021,"First Tied to ISIS, Then to U.S.: Family in Drone Strike Is Tarnished Twice"
406,7/9/2020,First Woman Joins Green Berets After Graduating From Special Forces Training
407,3/22/2021,Foes in Afghan War See a Common Threat of Islamic State’s Return
408,8/17/2021,"For Afghan Women, Taliban Stir Fears of Return to a Repressive Past"
409,3/24/2020,"For Afghanistan Already on Brink, U.S. Aid Cut Is a Big Shove"
410,8/17/2021,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully"
411,3/5/2021,"For Biden, Deliberation and Caution, Maybe Overcaution, on the World Stage"
412,8/15/2021,"For Biden, Images of Defeat He Wanted to Avoid"
413,6/8/2020,"For Decades, This Radio Station Named the Dead. Few Still Listen."
414,5/9/2020,"For Flynn, Dropped Charges Are the Latest in a Life Full of Reversals"
415,1/8/2021,"For Immigrants Watching a Mob Storm the Capitol, a Sense of Shock and Shame"
416,9/24/2021,"For India’s Military, a Juggling Act on Two Hostile Fronts"
417,11/21/2020,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming"
418,9/16/2021,"For Some, Afghanistan Outcome Affirms a Warning: Beware the Blob"
419,10/4/2020,"For Veterans, Bonds Forged in Battle Are Tested by 2020’s Rancor"
420,7/20/2020,"For Women in Afghan Security Forces, a Daily Battle"
421,6/2/2020,Former Commanders Fault Trump’s Use of Troops Against Protesters
422,9/28/2021,Four Jagged Puzzle Pieces and a Few Weeks for Democrats to Assemble Them
423,9/26/2021,"Freed From Guantánamo, but Still in Limbo 15 Years Later"
424,6/6/2020,French Military Says It Killed Top Qaeda Leader in Africa
425,3/26/2020,"Fresh From Iran’s Coronavirus Zone, Now Moving Across Afghanistan"
426,4/2/2020,"From Afar, Congress Moves to Oversee Trump Coronavirus Response"
427,9/7/2021,"From Afghanistan to the World Cup, Tiny, Wealthy Qatar Steps Up"
428,8/28/2021,From Kabul Airport to a Houston Walmart: ‘Desperate to Get to America’
429,5/12/2020,"From Maternity Ward to Cemetery, a Morning of Murder in Afghanistan"
430,9/13/2021,From Taliban Terror to Beach Resort: A Strange Journey for Some Refugees
431,3/5/2020,"From the Afghan Peace Deal, a Weak and Pliable Neighbor for Pakistan"
432,3/19/2020,From Victims to Superwomen: Honoring Female Strength in Afghanistan
433,8/27/2020,G.O.P. Convention Skims Over Trump’s ‘Unfinished Business’ in Foreign Policy
434,4/20/2021,General Warns of Challenges to Tracking Terrorist Threats in Afghanistan After U.S. Exits
435,2/7/2021,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100"
436,1/28/2021,German Neo-Nazi Sentenced to Life for Murder of Merkel Ally
437,9/15/2020,"Germany to Take In 1,500 Refugees, Easing Burden on Greece After Fires"
438,9/22/2021,Germany’s Far Right Is Nowhere in the Election. But It’s ‘Here to Stay.’
439,3/9/2020,"Ghani Takes the Oath of Afghan President. His Rival Does, Too."
440,8/27/2021,Giant Puppet Ruffles Some Feathers on a Long Walk Through Greece
441,5/15/2020,"Gil Loescher, 75, Refugees Expert Who Survived Iraq Bombing, Dies"
442,6/12/2020,Graduating West Point Cadets Isolate for Two Weeks Ahead of Trump Speech
443,12/29/2020,"Green Beret Charged in Shooting Spree Was Visiting Family, Prosecutor Says"
444,10/22/2020,Grenell Pursued Talks Over Change of Power in Venezuela
445,9/14/2021,"Grilled by G.O.P. senators, Blinken defends Biden administration’s Afghanistan exit."
446,5/4/2021,Grim Image of India Prompts Debate Over China’s Swaggering Propaganda
447,7/18/2021,Guantánamo Prosecutors Ask to Strike Information Gained From Torture
448,3/6/2020,Gunmen Kill Dozens at Event Attended by Afghan Politicians
449,11/2/2020,"Gunmen Storm Kabul University, Killing at Least 19"
450,2/19/2021,Harry and Meghan to Give Up Official Royal Family Duties
451,6/6/2020,Has ‘America First’ Become ‘Trump First’? Germans Wonder
452,8/27/2021,He Built a Robot to Prove a Point About Refugees
453,10/14/2020,He Built a Trump Statue and Worshiped It. Then He Collapsed.
454,9/22/2020,He Killed 2 Marines in 2011. It Almost Derailed Peace Talks This Month.
455,6/25/2021,He Saved 31 People at Sea. Then Got a 142-Year Prison Sentence.
456,11/11/2020,He Sidestepped Pompeo and Got Slapped Down. Now He’s the New Pentagon Chief.
457,8/27/2021,He was a baby on 9/11. Now he’s one of the last casualties of America’s longest war.
458,9/25/2020,Her Study Center Was Bombed. She Still Topped Afghanistan’s National University Exam.
459,1/20/2021,Here Are Some of the People Trump Pardoned
460,9/23/2021,House approves $1 billion for the Iron Dome as Democrats feud over Israel.
461,6/29/2021,House Passes Bill to Speed Visas for Afghans Imperiled for Aiding U.S.
462,12/8/2020,"House Passes Defense Bill Overwhelmingly, Defying Trump’s Veto Threat"
463,9/22/2021,House Passes Spending Bill and Debt Limit Increase Over G.O.P. Opposition
464,3/11/2020,"House Sends Trump Bill to Restrict War Powers on Iran, Setting Up Veto"
465,3/26/2021,House Taps Military Official to Lead Security
466,12/29/2020,House Votes to Override Trump’s Veto of Military Bill
467,8/30/2021,How 2 Afghan Paralympians Defied the Odds to Get From Kabul to Tokyo
468,3/13/2021,How a Longstanding Rivalry Spiraled Into 5 Deaths Between 2 Families
469,10/27/2020,How an Afghan Political Crisis Derailed Payments to War Victims
470,4/28/2021,How Long Can the Afghan Security Forces Last on Their Own?
471,8/24/2021,How Many People in Afghanistan Need to be Rescued? The Number Remains Elusive.
472,7/13/2020,"How Russia Built a Channel to the Taliban, Once an Enemy"
473,1/25/2021,How Space Became the Next ‘Great Power’ Contest Between the U.S. and China
474,9/10/2021,How Students in 12 Countries Are Taught About 9/11
475,4/15/2021,How the G.O.P. Lost Its Clear Voice on Foreign Policy
476,12/28/2020,How the Pandemic Is Imperiling a Working-Class College
477,5/26/2020,How the Taliban Outlasted a Superpower: Tenacity and Carnage
478,4/15/2021,How the U.S. Plans to Fight From Afar After Troops Exit Afghanistan
479,3/12/2020,How the World’s Largest Coronavirus Outbreaks Are Growing
480,9/2/2021,How Will the Taliban Govern? A History of Rebel Rule Offers Clues.
481,12/31/2020,Hundreds of Migrants Stranded in Freezing Weather in Bosnia
482,8/19/2021,"Hunted by the Taliban, U.S.-Allied Afghan Forces Are in Hiding"
483,3/5/2020,"I.C.C. Allows Afghanistan War Crimes Inquiry to Proceed, Angering U.S."
484,3/3/2021,I.C.C. Will Investigate Accusations of War Crimes in Israeli-Occupied Territories
485,9/16/2021,"Ida Nudel, ‘Angel’ to Soviet Jews Seeking to Flee, Dies at 90"
486,7/9/2020,"In a Death, Details of More Russian Murder-for-Hire Plots"
487,8/30/2021,"In a final blow of the 20-year war, U.S. envoys close their embassy and exit Kabul."
488,12/27/2020,"In a Village of Widows, the Opium Trade Has Taken a Deadly Toll"
489,1/1/2021,"In Abrupt Reversal of Iran Strategy, Pentagon Orders Aircraft Carrier Home"
490,7/23/2020,"In Afghan Attacks, Facts Are Murky. But It’s Clear Deaths Are Piling Up."
491,9/4/2021,"In Afghan Withdrawal, a Biden Doctrine Surfaces"
492,2/6/2021,"In Afghanistan, a Booming Kidney Trade Preys on the Poor"
493,8/30/2021,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning"
494,1/28/2021,"In Afghanistan, Follow the White High-Tops and You’ll Find the Taliban"
495,8/15/2021,"In an Overrun Kabul, Many Have No Place to Run"
496,4/7/2021,"In Bid to Boost Its Profile, ISIS Turns to Africa’s Militants"
497,9/23/2021,"In Biden’s Foreign Policy, Friends and Foes Claim Echoes of Trump"
498,7/8/2021,"In Forceful Defense of Afghan Withdrawal, Biden Says U.S. Achieved Its Objectives"
499,10/12/2020,"In Former Taliban Stronghold, Defiant Women Hit the Gym"
500,5/5/2020,In Harm’s Way: Fighting the Summer Surge
501,9/4/2021,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency"
502,5/13/2020,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi"
503,4/9/2020,"In Kabul’s Heart, Soviet Towers Harbor Decades of Tales"
504,3/21/2021,"In Kabul’s Streets, Dogs Rule the Night"
505,7/25/2021,"In Louisiana, Vaccine Misinformation Has Public Health Workers Feeling ‘Stuck’"
506,3/8/2021,"In One Afghan District, Peace From 8 A.M. to 5 P.M."
507,9/17/2021,"In Panjshir, Few Signs of an Active Resistance, or Any Fight at All"
508,9/28/2020,"In Proud Corners of Afghanistan, New Calls for Autonomy"
509,1/4/2021,"In Reversal, Pentagon Announces Aircraft Carrier Nimitz Will Remain in Middle East"
510,9/11/2021,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed"
511,8/24/2021,"In Southeast Asia, Kamala Harris’s Message: You Can Count on the U.S."
512,9/16/2021,"In Submarine Deal With Australia, U.S. Counters China but Enrages France"
513,5/17/2021,"In Taliban-Controlled Areas, Girls Are Fleeing for One Thing: an Education"
514,1/7/2021,"In Washington Riot, Echoes of Post-Soviet Uprisings"
515,8/15/2021,"In Washington, Recriminations Over Afghanistan Emerge Quickly"
516,9/29/2021,"In Week of Words, It Often Seemed Like the Divided Nations"
517,1/15/2021,Inaugural Security Is Fortified in D.C. as Military and Police Links Are Eyed in Riot
518,7/19/2020,India Offers Escape to Afghan Hindus and Sikhs Facing Attacks
519,8/11/2021,"Indonesian Army to End So-Called Virginity Tests, Chief Says"
520,2/13/2021,"Inside a Nursing Home After the Vaccine: Joy, Relief and Game Night"
521,9/3/2021,"Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos"
522,1/14/2021,Inside the Capitol for Impeachment: National Guard in Every Corner
523,2/4/2021,"Inside the Shadowy Militias Luring Unsuspecting Afghans to Fight, or Die"
524,7/13/2020,"Inside the White House, a Gun Industry Lobbyist Delivers for His Former Patrons"
525,10/5/2020,"Instead of Reassurance, Trump’s Doctor Delivers Confusion, Experts Say"
526,8/18/2021,"Intelligence Agencies Did Not Predict Imminence of Afghan Collapse, Officials Say"
527,8/17/2021,"Intelligence Warned of Afghan Military Collapse, Despite Biden’s Assurances"
528,9/26/2021,Intrigue Deepens at U.N. Over Myanmar and Afghanistan
529,12/12/2020,Iran Executes Dissident Accused of Stoking Protests
530,4/26/2021,"Iran’s Foreign Minister, in Leaked Tape, Says Revolutionary Guards Set Policies"
531,9/10/2021,Iraqi Detainee Reported Suffering Paralysis at Guantánamo
532,8/25/2021,ISIS Branch Poses Biggest Immediate Terrorist Threat to Evacuation in Kabul
533,8/22/2021,"ISIS Poses ‘Acute’ Threat to U.S. Evacuation Efforts in Kabul, Sullivan Says"
534,11/14/2020,It Took a Century to Open a Mosque in Athens. Then Came the Pandemic.
535,9/1/2021,"It’s Election Season in Germany. No Charisma, Please!"
536,7/12/2021,"It’s Situation Normal for U.S. Diplomats in Kabul, Despite Taliban Gains"
537,3/5/2020,Javier Pérez de Cuéllar Dies at 100; U.N. Chief Brokered Peace Pacts
538,9/19/2021,Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity
539,11/14/2020,"Joanna Harcourt-Smith, 74, Dies; Lived a ‘Psychedelic Love Story’"
540,10/24/2020,Joe Biden Had Close Ties With Police Leaders. Will They Help Him Now?
541,9/6/2020,Joe Biden’s China Journey
542,5/11/2020,Joe Biden’s Time in Sarah Palin’s Shadow
543,9/5/2020,"John Kelly, at Center of Report on Trump Disparaging U.S. Soldiers, Keeps Silent"
544,9/6/2021,"Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes"
545,3/8/2020,Judge Orders Medical Panel to Evaluate Tortured Guantánamo Prisoner
546,1/6/2021,Julian Assange Is Denied Bail by U.K. Judge
547,8/16/2021,Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan
548,8/26/2021,Kamala Harris Pledges U.S. Help for Afghan Women and Children
549,7/31/2021,Key Afghan City in Danger of Falling to the Taliban
550,10/6/2020,Kyrgyzstan in Chaos After Protesters Seize Government Buildings
551,3/14/2020,Lawmakers Delay Promotion of Officer Involved in Deadly Niger Ambush
552,6/18/2021,Lawmakers Rush to Help Afghans Seeking Visas for Helping the U.S.
553,8/16/2021,Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal
554,6/9/2021,"Leaning on Journalists and Targeting Sources, for 50 Years"
555,3/18/2021,Liberals Grow Impatient With Biden’s Foreign Policy Decisions
556,10/23/2020,Libya Cease-Fire Raises Hopes for Full Peace Deal
557,2/29/2020,Life Inside an Afghan Women’s Prison
558,1/26/2021,Lone Wolves Connected Online: A History of Modern White Supremacy
559,5/26/2020,Longtime Pentagon Watchdog Stepping Down From Post
560,9/20/2021,"Macron Takes on U.S., a Big Gamble Even for a Bold Risk-Taker"
561,9/12/2020,"Mandela, Gorbachev, Trump? A Disruptive President Plays Peacemaker"
562,5/9/2021,McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership
563,10/1/2020,"McMaster, Mostly Silent Until Now, Says Trump Is ‘Aiding and Abetting Putin’s Efforts’"
564,9/11/2021,Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.
565,1/13/2021,Meet the House G.O.P. Freshmen Emerging as Some of the Party’s Sharpest Critics
566,9/19/2021,"Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel"
567,12/8/2020,Michèle Flournoy Again Finds Her Shot at the Top Pentagon Job Elusive
568,8/2/2020,Militants Attack Afghan Prison as Brief Cease-Fire Expires
569,9/5/2021,Military Analysis Raises Questions About Deadly Drone Strike in Kabul
570,9/29/2021,Military Officials Say They Urged Biden Against Afghanistan Withdrawal
571,8/24/2021,"Military Ramps Up Evacuations From Kabul, but Bottlenecks Persist"
572,6/5/2020,"Milley, America’s Top General, Walks Into a Political Battle"
573,8/21/2021,"Miscue After Miscue, U.S. Exit Plan Unravels"
574,8/4/2020,"More U.S. Troops Will Leave Afghanistan Before the Election, Trump Says"
575,7/31/2020,Motorist Who Shot a Protester in Austin Claims Self-Defense
576,8/19/2020,"Much Changed World, Same Joe Biden Seeking to Undo What Trump Has Done"
577,9/8/2021,Muslim Americans’ ‘Seismic Change’
578,4/2/2021,"Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t"
579,9/10/2021,"NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan"
580,4/14/2021,NATO Confirms Its Troop Withdrawal From Afghanistan
581,12/22/2020,Navy Warship’s Secret Mission Off West Africa Aims to Help Punish Venezuela
582,8/26/2020,Nearly 80 Killed as Flash Floods Ravage City in Afghanistan
583,7/3/2020,New Administration Memo Seeks to Foster Doubts About Suspected Russian Bounties
584,8/24/2021,New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.
585,9/23/2021,New Taliban Guidelines Stir Fear About the Future of Press Freedom
586,1/15/2021,New Warnings of Violence as Security Tightens for Inauguration
587,8/27/2020,New Zealand Gives Christchurch Killer a Record Sentence
588,1/17/2021,"Nikolai Antoshkin, Who Helped Halt Chernobyl Disaster, Dies at 78"
589,11/12/2020,Nobel Peace Prize: A Growing List of Questionable Choices
590,8/30/2021,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns"
591,12/22/2020,Number of Journalists Killed for Their Reporting Doubled in 2020
592,7/25/2020,Officials Push U.S.-China Relations Toward Point of No Return
593,3/26/2021,Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan
594,9/1/2021,"On Afghanistan, G.O.P. Assails the Pullout It Had Supported Under Trump"
595,8/9/2021,"On Afghanistan’s Front Line, There Are No Good Choices"
596,6/25/2021,On the Front Line: A Night With Afghan Commandos
597,2/24/2021,"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine"
598,5/21/2021,"Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues"
599,11/24/2020,Outcry in France After Police Clear Paris Migrant Camp
600,2/25/2021,Pakistan and India Renew Pledge on Cease-Fire at Troubled Border
601,3/15/2020,"Pakistan Builds Border Fence, Limiting Militants and Families Alike"
602,9/21/2021,"Pakistan Laments Cricket Matches Unplayed, and Blames Politics"
603,9/24/2021,Pakistan Says U.N. Envoy of Old Afghan Government Should Vacate Seat
604,4/2/2020,Pakistani Court Overturns Conviction in 2002 Killing of Daniel Pearl
605,9/10/2020,Pandemic Collides With Europe’s Migrant Crisis to Set Off a Calamity in Greece
606,7/1/2021,"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says"
607,4/27/2021,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress"
608,3/4/2021,"Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General"
609,4/23/2021,"Penelope Laingen, 89, Dies; Her Yellow Ribbon Rallied Americans"
610,5/25/2021,Pentagon Accelerates Withdrawal From Afghanistan
611,9/17/2021,Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.
612,1/29/2021,Pentagon Begins Independent Inquiry Into Special Ops and War Crimes
613,11/27/2020,Pentagon Chief Visits Somalia Ahead of Expected Troop Cuts
614,9/13/2021,Pentagon Defends Deadly Drone Strike in Kabul
615,9/1/2021,Pentagon Leaders Wary of Working With Taliban
616,1/16/2021,Pentagon Moves to Block Exam of Tortured Guantánamo Prisoner
617,6/6/2020,Pentagon Ordered National Guard Helicopters’ Aggressive Response in D.C.
618,4/21/2021,"Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight"
619,7/4/2021,Pentagon Seeks to Soften Blow of U.S. Withdrawal From Afghanistan
620,5/6/2021,Pentagon Struggles to Wean Afghan Military Off American Air Support
621,6/15/2021,Pentagon Weighs Proposal to Send Dozens of Troops Back to Somalia
622,12/10/2020,Pentagon Weighs Sharp Drawback in Support for C.I.A.
623,9/17/2020,Police Move Migrants From Greek Camp to Temporary Lesbos Site After Fires
624,3/14/2021,"Police Shrugged Off the Proud Boys, Until They Attacked the Capitol"
625,3/23/2020,Pompeo Cuts $1 Billion in Afghan Aid as 2 Leaders Reject Push for Unity
626,8/13/2020,Pompeo Says He and Military Warned Russia on Bounties for Killing U.S. Troops
627,1/12/2021,"Pompeo Says Iran Is New Base for Al Qaeda, but Offers Little Proof"
628,8/7/2020,Pompeo Warned Russia Against Bounties on U.S. Troops in Afghanistan
629,1/18/2021,"Pompeo, Who Led Trump’s Mission at State Dept., Leaves With a Dubious Legacy"
630,9/1/2021,Pope Criticizes Western Intervention in Afghanistan
631,4/17/2021,Prince Philip Is Laid to Rest in a Somber 50-Minute Ceremony
632,2/17/2021,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction
633,2/6/2021,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges"
634,8/20/2021,"Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan"
635,9/11/2021,Quandary at U.N.: Who Speaks for Myanmar and Afghanistan?
636,5/19/2020,Raids Reveal Massive Fentanyl Production in Myanmar
637,1/13/2021,Rare Pentagon Mission: Armed Troops in Capital
638,8/16/2021,Read the Full Transcript of President Biden’s Remarks on Afghanistan
639,8/13/2020,Rebel Poet’s Death Leaves 40 Years of Epic Afghan Work Unfinished
640,9/24/2021,"Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief"
641,9/29/2021,"Reduced to Rubble, an Afghan Village Struggles to Rebuild"
642,2/25/2021,Refugee Who Set Herself on Fire in Greece Is Charged With Arson
643,10/18/2020,Refugees Who Assisted the U.S. Military Find the Door to America Slammed Shut
644,8/26/2021,"Relief, and Worry, for Arrivals From Afghanistan"
645,3/8/2021,Remote C.I.A. Base in the Sahara Steadily Grows
646,9/27/2021,Republicans Are Mad at General Milley. Now It’s Their Turn to Grill Him.
647,9/27/2021,"Republicans Block Government Funding, Refusing to Lift Debt Limit"
648,7/21/2020,"Republicans Heap Criticism on Liz Cheney, Calling Her Disloyal to Trump"
649,9/15/2021,"Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects"
650,9/2/2021,Restoration of Kabul’s Closed Airport Begins as Some Afghan Aid Resumes
651,4/2/2021,"Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor"
652,7/21/2020,Rise in Virus Cases Near Bases in U.S. and Abroad Poses Test for Military
653,11/3/2020,"Robert Fisk, Intrepid War Correspondent, Dies at 74"
654,6/14/2020,Robert Gates Calls to Replace Base Names From ‘Dark Side of Our History’
655,8/15/2021,Rushed Evacuation in Kabul Highlights Disconnect in Washington
656,7/3/2020,"Russia Denies Paying Bounties, but Some Say the U.S. Had It Coming"
657,6/26/2020,"Russia Secretly Offered Afghan Militants Bounties to Kill U.S. Troops, Intelligence Says"
658,5/7/2021,Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment
659,4/28/2021,Russian Spy Unit Investigated for Links to Bulgarian Explosions
660,9/19/2020,Ruth Bader Ginsburg Dies: This Week in the 2020 Race
661,7/30/2021,"Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85"
662,6/29/2021,"Security in Afghanistan Is Decaying, U.S. General Says as Forces Leave"
663,3/31/2021,See How Rich Countries Got to the Front of the Vaccine Line
664,8/19/2021,"Seeking Global Recognition, Taliban Take a New Approach: Making Nice"
665,6/18/2020,Seizing the Presidency to Suit His Own Needs
666,7/14/2021,Selling Fruit Where the Taliban Stalk the Streets
667,1/22/2021,"Senate Confirms Austin, Installing First Black Defense Secretary"
668,7/21/2020,"Senate Kills Broad Curbs on Military Gear for Police, Thwarting Push to Demilitarize"
669,12/11/2020,"Senate Sends Military Bill to Trump’s Desk, Spurning His Veto Threat"
670,8/18/2021,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out"
671,9/8/2021,Serving in a Twenty-Year War
672,2/3/2021,She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.
673,1/15/2021,She Killed an American in 2012. Why Was She Freed in the Taliban Deal?
674,9/7/2021,She’s Green. She’s Young. And She Wants to Change Germany.
675,9/1/2021,"Shifting to Governing, Taliban Will Name Supreme Afghan Leader"
676,6/10/2021,Showdown Over Omar’s Comments Exposes Sharp Divisions Among Democrats
677,9/17/2021,"Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat"
678,7/1/2020,"Slotkin, Former Intelligence Briefer, Presses White House on Russia Reports"
679,8/19/2021,Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.
680,11/18/2020,Somalia Worries That a U.S. Withdrawal Will Be Disastrous
681,6/28/2020,Spies and Commandos Warned Months Ago of Russian Bounties on U.S. Troops
682,5/14/2021,Spy Agencies Seek New Afghan Allies as U.S. Withdraws
683,8/2/2021,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.
684,2/16/2021,"Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline"
685,4/14/2020,Stigma Hampers Iraqi Efforts to Fight the Coronavirus
